FeatureCode,DateCode,Measurement,Units,Value,Cancer Type,Gender
S12000038,1998,Count,Cases,83,Colorectal Cancer,All
S12000038,2000,Count,Cases,397,Malignant Neoplasms,Male
S12000038,2001,Count,Cases,161,Lung Cancer,All
S12000038,2017,Count,Cases,149,Breast Cancer,Female
S12000038,2000,Count,Cases,67,Prostate Cancer,Male
S12000038,2006,Count,Cases,46,Prostate Cancer,Male
S12000038,2008,Count,Cases,1066,Malignant Neoplasms,All
S12000038,2005,Count,Cases,517,Malignant Neoplasms,Female
S12000038,2002,Count,Cases,53,Prostate Cancer,Male
S12000038,2007,Count,Cases,96,Breast Cancer,Female
S12000038,2008,Count,Cases,575,Malignant Neoplasms,Female
S12000038,2006,Count,Cases,126,Breast Cancer,Female
S12000038,2010,Count,Cases,125,Colorectal Cancer,All
S12000038,2001,Count,Cases,473,Malignant Neoplasms,Male
S12000038,2008,Count,Cases,491,Malignant Neoplasms,Male
S12000038,2007,Count,Cases,426,Malignant Neoplasms,Male
S12000038,2002,Count,Cases,531,Malignant Neoplasms,Female
S12000038,2009,Count,Cases,148,Colorectal Cancer,All
S12000038,2005,Count,Cases,143,Breast Cancer,Female
S12000038,2004,Count,Cases,133,Breast Cancer,Female
S12000038,2011,Count,Cases,488,Malignant Neoplasms,Male
S12000038,2011,Count,Cases,185,Lung Cancer,All
S12000038,2012,Count,Cases,1043,Malignant Neoplasms,All
S12000038,2007,Count,Cases,164,Lung Cancer,All
S12000038,2004,Count,Cases,399,Malignant Neoplasms,Male
S12000038,2003,Count,Cases,133,Breast Cancer,Female
S12000038,2015,Count,Cases,90,Colorectal Cancer,All
S12000038,2005,Count,Cases,422,Malignant Neoplasms,Male
S12000038,2014,Count,Cases,167,Lung Cancer,All
S12000038,2016,Count,Cases,1128,Malignant Neoplasms,All
S12000038,2013,Count,Cases,196,Lung Cancer,All
S12000038,2011,Count,Cases,602,Malignant Neoplasms,Female
S12000038,2009,Count,Cases,204,Lung Cancer,All
S12000038,2015,Count,Cases,533,Malignant Neoplasms,Male
S12000038,2017,Count,Cases,1055,Malignant Neoplasms,All
S12000038,2003,Count,Cases,385,Malignant Neoplasms,Male
S12000038,2010,Count,Cases,466,Malignant Neoplasms,Male
S12000038,2008,Count,Cases,205,Lung Cancer,All
S12000038,2012,Count,Cases,194,Lung Cancer,All
S12000038,2000,Count,Cases,859,Malignant Neoplasms,All
S12000038,2002,Count,Cases,426,Malignant Neoplasms,Male
S12000038,2015,Count,Cases,583,Malignant Neoplasms,Female
S12000038,2016,Count,Cases,117,Prostate Cancer,Male
S12000038,2014,Count,Cases,103,Prostate Cancer,Male
S12000038,1997,Count,Cases,189,Lung Cancer,All
S12000038,1998,Count,Cases,184,Lung Cancer,All
S12000038,2010,Count,Cases,951,Malignant Neoplasms,All
S12000038,2011,Count,Cases,1090,Malignant Neoplasms,All
S12000038,2013,Count,Cases,1041,Malignant Neoplasms,All
S12000038,1999,Count,Cases,898,Malignant Neoplasms,All
S12000038,2002,Count,Cases,185,Lung Cancer,All
S12000038,1997,Count,Cases,417,Malignant Neoplasms,Male
S12000038,2014,Count,Cases,583,Malignant Neoplasms,Female
S12000038,2012,Count,Cases,71,Prostate Cancer,Male
S12000038,2013,Count,Cases,509,Malignant Neoplasms,Male
S12000038,2009,Count,Cases,179,Breast Cancer,Female
S12000038,2015,Count,Cases,1116,Malignant Neoplasms,All
S12000038,2017,Count,Cases,497,Malignant Neoplasms,Male
S12000038,2017,Count,Cases,93,Prostate Cancer,Male
S12000038,2012,Count,Cases,125,Colorectal Cancer,All
S12000038,2014,Count,Cases,122,Colorectal Cancer,All
S12000038,2009,Count,Cases,488,Malignant Neoplasms,Male
S12000038,2012,Count,Cases,451,Malignant Neoplasms,Male
S12000038,2003,Count,Cases,149,Lung Cancer,All
S12000038,1997,Count,Cases,910,Malignant Neoplasms,All
S12000038,2004,Count,Cases,163,Lung Cancer,All
S12000038,2007,Count,Cases,863,Malignant Neoplasms,All
S12000038,2011,Count,Cases,143,Colorectal Cancer,All
S12000038,2017,Count,Cases,192,Lung Cancer,All
S12000038,2007,Count,Cases,100,Colorectal Cancer,All
S12000038,2007,Count,Cases,437,Malignant Neoplasms,Female
S12000038,2008,Count,Cases,74,Prostate Cancer,Male
S12000038,2001,Count,Cases,134,Colorectal Cancer,All
S12000038,1999,Count,Cases,432,Malignant Neoplasms,Male
S12000038,2009,Count,Cases,82,Prostate Cancer,Male
S12000038,1997,Count,Cases,113,Breast Cancer,Female
S12000038,2013,Count,Cases,136,Breast Cancer,Female
S12000038,2005,Count,Cases,178,Lung Cancer,All
S12000038,2017,Count,Cases,126,Colorectal Cancer,All
S12000038,2006,Count,Cases,179,Lung Cancer,All
S12000038,2006,Count,Cases,518,Malignant Neoplasms,Female
S12000038,2005,Count,Cases,57,Prostate Cancer,Male
S12000038,2001,Count,Cases,118,Breast Cancer,Female
S12000038,2017,Count,Cases,558,Malignant Neoplasms,Female
S12000038,2002,Count,Cases,122,Colorectal Cancer,All
S12000038,1998,Count,Cases,821,Malignant Neoplasms,All
S12000038,2010,Count,Cases,485,Malignant Neoplasms,Female
S12000038,2016,Count,Cases,131,Colorectal Cancer,All
S12000038,2013,Count,Cases,124,Colorectal Cancer,All
S12000038,1999,Count,Cases,103,Colorectal Cancer,All
S12000038,2002,Count,Cases,173,Breast Cancer,Female
S12000038,1999,Count,Cases,70,Prostate Cancer,Male
S12000038,2016,Count,Cases,124,Breast Cancer,Female
S12000038,2015,Count,Cases,101,Prostate Cancer,Male
S12000038,2016,Count,Cases,570,Malignant Neoplasms,Male
S12000038,2014,Count,Cases,482,Malignant Neoplasms,Male
S12000038,2004,Count,Cases,112,Colorectal Cancer,All
S12000038,2000,Count,Cases,462,Malignant Neoplasms,Female
S12000038,2000,Count,Cases,127,Breast Cancer,Female
S12000038,2012,Count,Cases,592,Malignant Neoplasms,Female
S12000038,1998,Count,Cases,401,Malignant Neoplasms,Male
S12000038,2013,Count,Cases,532,Malignant Neoplasms,Female
S12000038,2003,Count,Cases,52,Prostate Cancer,Male
S12000038,2006,Count,Cases,417,Malignant Neoplasms,Male
S12000038,2011,Count,Cases,184,Breast Cancer,Female
S12000038,2000,Count,Cases,155,Lung Cancer,All
S12000038,1997,Count,Cases,493,Malignant Neoplasms,Female
S12000038,1999,Count,Cases,466,Malignant Neoplasms,Female
S12000038,2015,Count,Cases,211,Breast Cancer,Female
S12000038,2014,Count,Cases,207,Breast Cancer,Female
S12000038,2000,Count,Cases,109,Colorectal Cancer,All
S12000038,2005,Count,Cases,115,Colorectal Cancer,All
S12000038,1998,Count,Cases,420,Malignant Neoplasms,Female
S12000038,2006,Count,Cases,118,Colorectal Cancer,All
S12000038,1997,Count,Cases,118,Colorectal Cancer,All
S12000038,2007,Count,Cases,67,Prostate Cancer,Male
S12000038,2004,Count,Cases,57,Prostate Cancer,Male
S12000038,2003,Count,Cases,461,Malignant Neoplasms,Female
S12000038,2010,Count,Cases,114,Breast Cancer,Female
S12000038,1997,Count,Cases,35,Prostate Cancer,Male
S12000038,2008,Count,Cases,118,Colorectal Cancer,All
S12000038,2010,Count,Cases,76,Prostate Cancer,Male
S12000038,1998,Count,Cases,45,Prostate Cancer,Male
S12000038,2015,Count,Cases,193,Lung Cancer,All
S12000038,2012,Count,Cases,163,Breast Cancer,Female
S12000038,1998,Count,Cases,105,Breast Cancer,Female
S12000038,2009,Count,Cases,605,Malignant Neoplasms,Female
S12000038,2016,Count,Cases,202,Lung Cancer,All
S12000041,2004,Count,Cases,121,Lung Cancer,All
S12000041,2010,Count,Cases,94,Lung Cancer,All
S12000041,2016,Count,Cases,85,Breast Cancer,Female
S12000041,2012,Count,Cases,81,Prostate Cancer,Male
S12000041,2009,Count,Cases,76,Prostate Cancer,Male
S12000041,2010,Count,Cases,55,Prostate Cancer,Male
S12000041,2009,Count,Cases,110,Lung Cancer,All
S12000041,2014,Count,Cases,94,Prostate Cancer,Male
S12000041,2013,Count,Cases,72,Prostate Cancer,Male
S12000041,2006,Count,Cases,80,Breast Cancer,Female
S12000041,2012,Count,Cases,99,Lung Cancer,All
S12000041,1998,Count,Cases,76,Lung Cancer,All
S12000041,2007,Count,Cases,94,Lung Cancer,All
S12000041,2011,Count,Cases,74,Prostate Cancer,Male
S12000041,2005,Count,Cases,131,Breast Cancer,Female
S12000041,2000,Count,Cases,48,Prostate Cancer,Male
S12000041,2015,Count,Cases,104,Breast Cancer,Female
S12000041,2008,Count,Cases,116,Lung Cancer,All
S12000041,2001,Count,Cases,80,Lung Cancer,All
S12000041,2016,Count,Cases,100,Lung Cancer,All
S12000041,2008,Count,Cases,59,Prostate Cancer,Male
S12000041,2015,Count,Cases,109,Lung Cancer,All
S12000041,2001,Count,Cases,58,Prostate Cancer,Male
S12000041,2013,Count,Cases,92,Lung Cancer,All
S12000041,2007,Count,Cases,57,Prostate Cancer,Male
S12000041,2003,Count,Cases,48,Prostate Cancer,Male
S12000041,2000,Count,Cases,86,Lung Cancer,All
S12000041,1999,Count,Cases,78,Lung Cancer,All
S12000041,2006,Count,Cases,87,Lung Cancer,All
S12000041,2004,Count,Cases,43,Prostate Cancer,Male
S12000041,2011,Count,Cases,101,Lung Cancer,All
S12000041,1997,Count,Cases,93,Lung Cancer,All
S12000041,2001,Count,Cases,69,Breast Cancer,Female
S12000041,2005,Count,Cases,40,Prostate Cancer,Male
S12000041,2003,Count,Cases,91,Lung Cancer,All
S12000041,2002,Count,Cases,78,Lung Cancer,All
S12000041,2004,Count,Cases,77,Breast Cancer,Female
S12000041,2006,Count,Cases,56,Prostate Cancer,Male
S12000041,2005,Count,Cases,88,Lung Cancer,All
S12000041,2007,Count,Cases,77,Breast Cancer,Female
S12000041,2014,Count,Cases,382,Malignant Neoplasms,Male
S12000041,1997,Count,Cases,45,Prostate Cancer,Male
S12000041,2000,Count,Cases,74,Breast Cancer,Female
S12000041,2015,Count,Cases,66,Prostate Cancer,Male
S12000041,1998,Count,Cases,71,Breast Cancer,Female
S12000041,2002,Count,Cases,40,Prostate Cancer,Male
S12000041,2002,Count,Cases,91,Breast Cancer,Female
S12000041,2017,Count,Cases,97,Prostate Cancer,Male
S12000041,2003,Count,Cases,69,Breast Cancer,Female
S12000041,1999,Count,Cases,112,Breast Cancer,Female
S12000041,2008,Count,Cases,143,Breast Cancer,Female
S12000041,2016,Count,Cases,370,Malignant Neoplasms,Female
S12000041,2010,Count,Cases,112,Colorectal Cancer,All
S12000041,2015,Count,Cases,398,Malignant Neoplasms,Female
S12000041,2012,Count,Cases,107,Colorectal Cancer,All
S12000041,2011,Count,Cases,91,Colorectal Cancer,All
S12000041,2017,Count,Cases,382,Malignant Neoplasms,Male
S12000041,2009,Count,Cases,295,Malignant Neoplasms,Male
S12000041,2008,Count,Cases,311,Malignant Neoplasms,Male
S12000041,2015,Count,Cases,345,Malignant Neoplasms,Male
S12000041,2004,Count,Cases,311,Malignant Neoplasms,Male
S12000041,2009,Count,Cases,79,Colorectal Cancer,All
S12000041,1998,Count,Cases,78,Colorectal Cancer,All
S12000041,1999,Count,Cases,104,Colorectal Cancer,All
S12000041,2005,Count,Cases,272,Malignant Neoplasms,Male
S12000041,2015,Count,Cases,88,Colorectal Cancer,All
S12000041,2013,Count,Cases,107,Colorectal Cancer,All
S12000041,2009,Count,Cases,638,Malignant Neoplasms,All
S12000041,2014,Count,Cases,105,Colorectal Cancer,All
S12000041,2007,Count,Cases,640,Malignant Neoplasms,All
S12000041,2008,Count,Cases,736,Malignant Neoplasms,All
S12000041,1999,Count,Cases,332,Malignant Neoplasms,Female
S12000041,2011,Count,Cases,312,Malignant Neoplasms,Male
S12000041,2013,Count,Cases,85,Breast Cancer,Female
S12000041,2001,Count,Cases,316,Malignant Neoplasms,Female
S12000041,2002,Count,Cases,304,Malignant Neoplasms,Female
S12000041,2014,Count,Cases,403,Malignant Neoplasms,Female
S12000041,2009,Count,Cases,94,Breast Cancer,Female
S12000041,2010,Count,Cases,307,Malignant Neoplasms,Female
S12000041,2016,Count,Cases,118,Colorectal Cancer,All
S12000041,2017,Count,Cases,817,Malignant Neoplasms,All
S12000041,1997,Count,Cases,291,Malignant Neoplasms,Female
S12000041,2014,Count,Cases,126,Breast Cancer,Female
S12000041,2010,Count,Cases,311,Malignant Neoplasms,Male
S12000041,2012,Count,Cases,86,Breast Cancer,Female
S12000041,2011,Count,Cases,139,Breast Cancer,Female
S12000041,2007,Count,Cases,302,Malignant Neoplasms,Male
S12000041,2012,Count,Cases,374,Malignant Neoplasms,Male
S12000041,2000,Count,Cases,302,Malignant Neoplasms,Female
S12000041,1998,Count,Cases,279,Malignant Neoplasms,Female
S12000041,2017,Count,Cases,435,Malignant Neoplasms,Female
S12000041,2006,Count,Cases,89,Colorectal Cancer,All
S12000041,2005,Count,Cases,351,Malignant Neoplasms,Female
S12000041,2004,Count,Cases,333,Malignant Neoplasms,Female
S12000041,2002,Count,Cases,578,Malignant Neoplasms,All
S12000041,2003,Count,Cases,561,Malignant Neoplasms,All
S12000041,2004,Count,Cases,644,Malignant Neoplasms,All
S12000041,2003,Count,Cases,290,Malignant Neoplasms,Female
S12000041,2005,Count,Cases,623,Malignant Neoplasms,All
S12000041,2001,Count,Cases,106,Colorectal Cancer,All
S12000041,1997,Count,Cases,82,Colorectal Cancer,All
S12000041,2009,Count,Cases,343,Malignant Neoplasms,Female
S12000041,2007,Count,Cases,338,Malignant Neoplasms,Female
S12000041,2007,Count,Cases,101,Colorectal Cancer,All
S12000041,1999,Count,Cases,632,Malignant Neoplasms,All
S12000041,2016,Count,Cases,756,Malignant Neoplasms,All
S12000041,2017,Count,Cases,84,Colorectal Cancer,All
S12000041,2000,Count,Cases,108,Colorectal Cancer,All
S12000041,2006,Count,Cases,293,Malignant Neoplasms,Female
S12000041,2008,Count,Cases,425,Malignant Neoplasms,Female
S12000041,2008,Count,Cases,99,Colorectal Cancer,All
S12000041,2002,Count,Cases,274,Malignant Neoplasms,Male
S12000041,2000,Count,Cases,601,Malignant Neoplasms,All
S12000041,2001,Count,Cases,604,Malignant Neoplasms,All
S12000041,1998,Count,Cases,268,Malignant Neoplasms,Male
S12000041,1997,Count,Cases,268,Malignant Neoplasms,Male
S12000041,2003,Count,Cases,271,Malignant Neoplasms,Male
S12000041,1997,Count,Cases,559,Malignant Neoplasms,All
S12000041,2006,Count,Cases,297,Malignant Neoplasms,Male
S12000041,1999,Count,Cases,300,Malignant Neoplasms,Male
S12000041,2016,Count,Cases,386,Malignant Neoplasms,Male
S12000041,2010,Count,Cases,59,Breast Cancer,Female
S12000041,2004,Count,Cases,103,Colorectal Cancer,All
S12000041,2003,Count,Cases,81,Colorectal Cancer,All
S12000041,2006,Count,Cases,590,Malignant Neoplasms,All
S12000041,2000,Count,Cases,299,Malignant Neoplasms,Male
S12000041,2001,Count,Cases,288,Malignant Neoplasms,Male
S12000041,2005,Count,Cases,79,Colorectal Cancer,All
S12000041,2015,Count,Cases,743,Malignant Neoplasms,All
S12000041,2002,Count,Cases,84,Colorectal Cancer,All
S12000041,1998,Count,Cases,547,Malignant Neoplasms,All
S12000041,2012,Count,Cases,337,Malignant Neoplasms,Female
S12000041,1997,Count,Cases,68,Breast Cancer,Female
S12000041,2012,Count,Cases,711,Malignant Neoplasms,All
S12000041,2017,Count,Cases,109,Lung Cancer,All
S12000041,2017,Count,Cases,160,Breast Cancer,Female
S12000041,2013,Count,Cases,342,Malignant Neoplasms,Male
S12000041,2011,Count,Cases,409,Malignant Neoplasms,Female
S12000041,2016,Count,Cases,85,Prostate Cancer,Male
S12000041,2011,Count,Cases,721,Malignant Neoplasms,All
S12000041,2013,Count,Cases,370,Malignant Neoplasms,Female
S12000041,1998,Count,Cases,48,Prostate Cancer,Male
S12000041,1999,Count,Cases,57,Prostate Cancer,Male
S12000041,2013,Count,Cases,712,Malignant Neoplasms,All
S12000041,2010,Count,Cases,618,Malignant Neoplasms,All
S12000041,2014,Count,Cases,117,Lung Cancer,All
S12000041,2014,Count,Cases,785,Malignant Neoplasms,All
S12000042,2006,Count,Cases,148,Lung Cancer,All
S12000042,2017,Count,Cases,113,Colorectal Cancer,All
S12000042,2003,Count,Cases,57,Prostate Cancer,Male
S12000042,2014,Count,Cases,86,Colorectal Cancer,All
S12000042,2004,Count,Cases,856,Malignant Neoplasms,All
S12000042,2007,Count,Cases,122,Breast Cancer,Female
S12000042,2002,Count,Cases,67,Prostate Cancer,Male
S12000042,2001,Count,Cases,51,Prostate Cancer,Male
S12000042,2009,Count,Cases,106,Colorectal Cancer,All
S12000042,2007,Count,Cases,149,Lung Cancer,All
S12000042,2012,Count,Cases,393,Malignant Neoplasms,Female
S12000042,2003,Count,Cases,109,Breast Cancer,Female
S12000042,2014,Count,Cases,457,Malignant Neoplasms,Female
S12000042,2004,Count,Cases,110,Breast Cancer,Female
S12000042,2005,Count,Cases,153,Lung Cancer,All
S12000042,2007,Count,Cases,393,Malignant Neoplasms,Male
S12000042,2002,Count,Cases,108,Breast Cancer,Female
S12000042,2008,Count,Cases,447,Malignant Neoplasms,Male
S12000042,1998,Count,Cases,368,Malignant Neoplasms,Male
S12000042,2006,Count,Cases,96,Breast Cancer,Female
S12000042,2002,Count,Cases,405,Malignant Neoplasms,Male
S12000042,2016,Count,Cases,468,Malignant Neoplasms,Female
S12000042,2011,Count,Cases,119,Colorectal Cancer,All
S12000042,2009,Count,Cases,163,Lung Cancer,All
S12000042,2003,Count,Cases,792,Malignant Neoplasms,All
S12000042,2008,Count,Cases,100,Breast Cancer,Female
S12000042,2013,Count,Cases,429,Malignant Neoplasms,Female
S12000042,1998,Count,Cases,118,Colorectal Cancer,All
S12000042,2011,Count,Cases,414,Malignant Neoplasms,Male
S12000042,2009,Count,Cases,808,Malignant Neoplasms,All
S12000042,2016,Count,Cases,159,Lung Cancer,All
S12000042,2015,Count,Cases,161,Lung Cancer,All
S12000042,2001,Count,Cases,113,Colorectal Cancer,All
S12000042,2012,Count,Cases,51,Prostate Cancer,Male
S12000042,2002,Count,Cases,160,Lung Cancer,All
S12000042,1999,Count,Cases,169,Lung Cancer,All
S12000042,1997,Count,Cases,173,Lung Cancer,All
S12000042,2000,Count,Cases,125,Colorectal Cancer,All
S12000042,1999,Count,Cases,109,Colorectal Cancer,All
S12000042,1998,Count,Cases,167,Lung Cancer,All
S12000042,2000,Count,Cases,392,Malignant Neoplasms,Male
S12000042,2000,Count,Cases,119,Lung Cancer,All
S12000042,1999,Count,Cases,786,Malignant Neoplasms,All
S12000042,2008,Count,Cases,69,Prostate Cancer,Male
S12000042,1997,Count,Cases,850,Malignant Neoplasms,All
S12000042,2005,Count,Cases,100,Colorectal Cancer,All
S12000042,2008,Count,Cases,165,Lung Cancer,All
S12000042,1998,Count,Cases,804,Malignant Neoplasms,All
S12000042,2008,Count,Cases,115,Colorectal Cancer,All
S12000042,2007,Count,Cases,105,Colorectal Cancer,All
S12000042,2017,Count,Cases,882,Malignant Neoplasms,All
S12000042,2006,Count,Cases,99,Colorectal Cancer,All
S12000042,2004,Count,Cases,118,Colorectal Cancer,All
S12000042,2003,Count,Cases,158,Lung Cancer,All
S12000042,2014,Count,Cases,169,Lung Cancer,All
S12000042,2010,Count,Cases,64,Prostate Cancer,Male
S12000042,2008,Count,Cases,867,Malignant Neoplasms,All
S12000042,2000,Count,Cases,55,Prostate Cancer,Male
S12000042,2006,Count,Cases,766,Malignant Neoplasms,All
S12000042,2007,Count,Cases,854,Malignant Neoplasms,All
S12000042,2005,Count,Cases,777,Malignant Neoplasms,All
S12000042,2001,Count,Cases,133,Lung Cancer,All
S12000042,1998,Count,Cases,47,Prostate Cancer,Male
S12000042,2012,Count,Cases,97,Colorectal Cancer,All
S12000042,2001,Count,Cases,390,Malignant Neoplasms,Male
S12000042,2013,Count,Cases,103,Colorectal Cancer,All
S12000042,2017,Count,Cases,175,Lung Cancer,All
S12000042,2004,Count,Cases,153,Lung Cancer,All
S12000042,2015,Count,Cases,120,Colorectal Cancer,All
S12000042,2010,Count,Cases,412,Malignant Neoplasms,Male
S12000042,2009,Count,Cases,413,Malignant Neoplasms,Female
S12000042,2016,Count,Cases,422,Malignant Neoplasms,Male
S12000042,2003,Count,Cases,374,Malignant Neoplasms,Male
S12000042,2015,Count,Cases,77,Prostate Cancer,Male
S12000042,2013,Count,Cases,429,Malignant Neoplasms,Male
S12000042,2017,Count,Cases,473,Malignant Neoplasms,Female
S12000042,2011,Count,Cases,468,Malignant Neoplasms,Female
S12000042,2014,Count,Cases,872,Malignant Neoplasms,All
S12000042,1998,Count,Cases,106,Breast Cancer,Female
S12000042,2014,Count,Cases,107,Breast Cancer,Female
S12000042,2013,Count,Cases,858,Malignant Neoplasms,All
S12000042,2000,Count,Cases,818,Malignant Neoplasms,All
S12000042,2009,Count,Cases,106,Breast Cancer,Female
S12000042,2005,Count,Cases,55,Prostate Cancer,Male
S12000042,2004,Count,Cases,66,Prostate Cancer,Male
S12000042,2015,Count,Cases,420,Malignant Neoplasms,Male
S12000042,2009,Count,Cases,54,Prostate Cancer,Male
S12000042,2004,Count,Cases,432,Malignant Neoplasms,Male
S12000042,2012,Count,Cases,797,Malignant Neoplasms,All
S12000042,2006,Count,Cases,386,Malignant Neoplasms,Female
S12000042,2010,Count,Cases,110,Breast Cancer,Female
S12000042,2004,Count,Cases,424,Malignant Neoplasms,Female
S12000042,1999,Count,Cases,93,Breast Cancer,Female
S12000042,2007,Count,Cases,461,Malignant Neoplasms,Female
S12000042,2013,Count,Cases,77,Prostate Cancer,Male
S12000042,2005,Count,Cases,105,Breast Cancer,Female
S12000042,2016,Count,Cases,74,Prostate Cancer,Male
S12000042,2017,Count,Cases,122,Breast Cancer,Female
S12000042,2001,Count,Cases,788,Malignant Neoplasms,All
S12000042,2003,Count,Cases,418,Malignant Neoplasms,Female
S12000042,2010,Count,Cases,452,Malignant Neoplasms,Female
S12000042,2016,Count,Cases,890,Malignant Neoplasms,All
S12000042,2008,Count,Cases,420,Malignant Neoplasms,Female
S12000042,2016,Count,Cases,106,Colorectal Cancer,All
S12000042,2005,Count,Cases,410,Malignant Neoplasms,Female
S12000042,2014,Count,Cases,415,Malignant Neoplasms,Male
S12000042,2014,Count,Cases,67,Prostate Cancer,Male
S12000042,2002,Count,Cases,812,Malignant Neoplasms,All
S12000042,2015,Count,Cases,443,Malignant Neoplasms,Female
S12000042,2010,Count,Cases,181,Lung Cancer,All
S12000042,2009,Count,Cases,395,Malignant Neoplasms,Male
S12000042,1998,Count,Cases,436,Malignant Neoplasms,Female
S12000042,2000,Count,Cases,426,Malignant Neoplasms,Female
S12000042,2012,Count,Cases,404,Malignant Neoplasms,Male
S12000042,2001,Count,Cases,398,Malignant Neoplasms,Female
S12000042,2001,Count,Cases,95,Breast Cancer,Female
S12000042,2006,Count,Cases,380,Malignant Neoplasms,Male
S12000042,1999,Count,Cases,412,Malignant Neoplasms,Female
S12000042,1997,Count,Cases,127,Colorectal Cancer,All
S12000042,2003,Count,Cases,95,Colorectal Cancer,All
S12000042,1999,Count,Cases,374,Malignant Neoplasms,Male
S12000042,2002,Count,Cases,407,Malignant Neoplasms,Female
S12000042,2000,Count,Cases,101,Breast Cancer,Female
S12000042,1997,Count,Cases,442,Malignant Neoplasms,Male
S12000042,2015,Count,Cases,863,Malignant Neoplasms,All
S12000042,2010,Count,Cases,107,Colorectal Cancer,All
S12000042,2011,Count,Cases,153,Lung Cancer,All
S12000042,1997,Count,Cases,48,Prostate Cancer,Male
S12000042,2017,Count,Cases,78,Prostate Cancer,Male
S12000042,2010,Count,Cases,864,Malignant Neoplasms,All
S12000042,2011,Count,Cases,129,Breast Cancer,Female
S12000042,2015,Count,Cases,106,Breast Cancer,Female
S12000042,2012,Count,Cases,95,Breast Cancer,Female
S12000042,2011,Count,Cases,71,Prostate Cancer,Male
S12000042,2005,Count,Cases,367,Malignant Neoplasms,Male
S12000042,1997,Count,Cases,85,Breast Cancer,Female
S12000042,2016,Count,Cases,120,Breast Cancer,Female
S12000042,2007,Count,Cases,67,Prostate Cancer,Male
S12000042,2017,Count,Cases,409,Malignant Neoplasms,Male
S12000042,2013,Count,Cases,149,Lung Cancer,All
S12000042,2002,Count,Cases,86,Colorectal Cancer,All
S12000042,2013,Count,Cases,122,Breast Cancer,Female
S12000042,1997,Count,Cases,408,Malignant Neoplasms,Female
S12000042,2006,Count,Cases,51,Prostate Cancer,Male
S12000042,2012,Count,Cases,168,Lung Cancer,All
S12000042,2011,Count,Cases,882,Malignant Neoplasms,All
S12000042,1999,Count,Cases,54,Prostate Cancer,Male
S12000045,2000,Count,Cases,54,Prostate Cancer,Male
S12000045,2007,Count,Cases,77,Prostate Cancer,Male
S12000045,2001,Count,Cases,83,Breast Cancer,Female
S12000045,2006,Count,Cases,85,Breast Cancer,Female
S12000045,2010,Count,Cases,67,Prostate Cancer,Male
S12000045,2017,Count,Cases,730,Malignant Neoplasms,All
S12000045,2011,Count,Cases,85,Prostate Cancer,Male
S12000045,2009,Count,Cases,79,Prostate Cancer,Male
S12000045,2008,Count,Cases,77,Prostate Cancer,Male
S12000045,2006,Count,Cases,60,Prostate Cancer,Male
S12000045,2015,Count,Cases,74,Colorectal Cancer,All
S12000045,1998,Count,Cases,41,Prostate Cancer,Male
S12000045,2008,Count,Cases,82,Colorectal Cancer,All
S12000045,2017,Count,Cases,92,Colorectal Cancer,All
S12000045,2015,Count,Cases,99,Lung Cancer,All
S12000045,2009,Count,Cases,84,Lung Cancer,All
S12000045,2013,Count,Cases,81,Prostate Cancer,Male
S12000045,2017,Count,Cases,104,Lung Cancer,All
S12000045,2016,Count,Cases,117,Lung Cancer,All
S12000045,2003,Count,Cases,93,Breast Cancer,Female
S12000045,2012,Count,Cases,86,Prostate Cancer,Male
S12000045,2006,Count,Cases,90,Lung Cancer,All
S12000045,2009,Count,Cases,91,Colorectal Cancer,All
S12000045,2010,Count,Cases,83,Lung Cancer,All
S12000045,2009,Count,Cases,114,Breast Cancer,Female
S12000045,2017,Count,Cases,132,Breast Cancer,Female
S12000045,2014,Count,Cases,83,Prostate Cancer,Male
S12000045,2017,Count,Cases,339,Malignant Neoplasms,Male
S12000045,2013,Count,Cases,338,Malignant Neoplasms,Male
S12000045,2016,Count,Cases,102,Colorectal Cancer,All
S12000045,2004,Count,Cases,105,Breast Cancer,Female
S12000045,2005,Count,Cases,84,Breast Cancer,Female
S12000045,2007,Count,Cases,95,Lung Cancer,All
S12000045,2012,Count,Cases,333,Malignant Neoplasms,Male
S12000045,1999,Count,Cases,63,Breast Cancer,Female
S12000045,2000,Count,Cases,112,Breast Cancer,Female
S12000045,2014,Count,Cases,716,Malignant Neoplasms,All
S12000045,2014,Count,Cases,93,Lung Cancer,All
S12000045,2012,Count,Cases,727,Malignant Neoplasms,All
S12000045,2005,Count,Cases,74,Lung Cancer,All
S12000045,2004,Count,Cases,81,Lung Cancer,All
S12000045,1998,Count,Cases,95,Breast Cancer,Female
S12000045,2002,Count,Cases,69,Breast Cancer,Female
S12000045,2008,Count,Cases,107,Breast Cancer,Female
S12000045,2010,Count,Cases,608,Malignant Neoplasms,All
S12000045,2008,Count,Cases,83,Lung Cancer,All
S12000045,2004,Count,Cases,85,Prostate Cancer,Male
S12000045,1999,Count,Cases,79,Colorectal Cancer,All
S12000045,2013,Count,Cases,102,Lung Cancer,All
S12000045,2013,Count,Cases,78,Colorectal Cancer,All
S12000045,2001,Count,Cases,62,Prostate Cancer,Male
S12000045,2007,Count,Cases,104,Breast Cancer,Female
S12000045,2014,Count,Cases,94,Colorectal Cancer,All
S12000045,2003,Count,Cases,61,Prostate Cancer,Male
S12000045,2000,Count,Cases,66,Colorectal Cancer,All
S12000045,2002,Count,Cases,62,Prostate Cancer,Male
