area_code,reference_area,area_type,year,vaccination_uptake,measure_type,value,units
S12000033,Aberdeen City,Local Authority,2012,Vaccinated by 5 Years,Count,2172,Children
S12000033,Aberdeen City,Local Authority,2016,Vaccinated by 5 Years,Count,2194,Children
S12000033,Aberdeen City,Local Authority,2009,Vaccinated by 5 Years,Count,1813,Children
S12000033,Aberdeen City,Local Authority,2016,Number In 5 Year Cohort,Count,2308,Children
S12000033,Aberdeen City,Local Authority,2013,Number In 5 Year Cohort,Count,2307,Children
S12000030,Stirling,Local Authority,2010,Number In 5 Year Cohort,Count,962,Children
S12000030,Stirling,Local Authority,2012,Vaccinated by 5 Years,Count,907,Children
S12000030,Stirling,Local Authority,2012,Number In 5 Year Cohort,Count,955,Children
S12000030,Stirling,Local Authority,2017,Number In 5 Year Cohort,Count,948,Children
S12000030,Stirling,Local Authority,2009,Vaccinated by 5 Years,Count,939,Children
S12000030,Stirling,Local Authority,2015,Number In 5 Year Cohort,Count,924,Children
S12000030,Stirling,Local Authority,2008,Vaccinated by 5 Years,Count,897,Children
S12000030,Stirling,Local Authority,2014,Number In 5 Year Cohort,Count,980,Children
S12000030,Stirling,Local Authority,2016,Vaccinated by 5 Years,Count,924,Children
S12000030,Stirling,Local Authority,2017,Vaccinated by 5 Years,Count,915,Children
S12000030,Stirling,Local Authority,2011,Vaccinated by 5 Years,Count,918,Children
S12000030,Stirling,Local Authority,2013,Vaccinated by 5 Years,Count,875,Children
S12000030,Stirling,Local Authority,2011,Number In 5 Year Cohort,Count,957,Children
S12000030,Stirling,Local Authority,2013,Number In 5 Year Cohort,Count,910,Children
S12000030,Stirling,Local Authority,2018,Vaccinated by 5 Years,Count,891,Children
S12000034,Aberdeenshire,Local Authority,2017,Vaccinated by 5 Years,Count,3106,Children
S12000034,Aberdeenshire,Local Authority,2009,Vaccinated by 5 Years,Count,2736,Children
S12000034,Aberdeenshire,Local Authority,2011,Number In 5 Year Cohort,Count,2957,Children
S12000034,Aberdeenshire,Local Authority,2008,Vaccinated by 5 Years,Count,2613,Children
S12000034,Aberdeenshire,Local Authority,2008,Number In 5 Year Cohort,Count,2723,Children
S12000034,Aberdeenshire,Local Authority,2014,Number In 5 Year Cohort,Count,3389,Children
S12000034,Aberdeenshire,Local Authority,2016,Vaccinated by 5 Years,Count,3004,Children
S12000034,Aberdeenshire,Local Authority,2018,Vaccinated by 5 Years,Count,2914,Children
S12000034,Aberdeenshire,Local Authority,2013,Vaccinated by 5 Years,Count,3143,Children
S12000034,Aberdeenshire,Local Authority,2011,Vaccinated by 5 Years,Count,2863,Children
S12000034,Aberdeenshire,Local Authority,2010,Vaccinated by 5 Years,Count,2713,Children
S12000034,Aberdeenshire,Local Authority,2018,Number In 5 Year Cohort,Count,2989,Children
S12000034,Aberdeenshire,Local Authority,2014,Vaccinated by 5 Years,Count,3314,Children
S12000034,Aberdeenshire,Local Authority,2010,Number In 5 Year Cohort,Count,2823,Children
S12000034,Aberdeenshire,Local Authority,2015,Number In 5 Year Cohort,Count,3163,Children
S12000033,Aberdeen City,Local Authority,2011,Number In 5 Year Cohort,Count,2129,Children
S12000033,Aberdeen City,Local Authority,2018,Vaccinated by 5 Years,Count,2040,Children
S12000033,Aberdeen City,Local Authority,2017,Number In 5 Year Cohort,Count,2355,Children
S12000033,Aberdeen City,Local Authority,2014,Vaccinated by 5 Years,Count,2267,Children
S12000033,Aberdeen City,Local Authority,2014,Number In 5 Year Cohort,Count,2346,Children
S12000033,Aberdeen City,Local Authority,2010,Number In 5 Year Cohort,Count,2000,Children
S12000033,Aberdeen City,Local Authority,2015,Number In 5 Year Cohort,Count,2294,Children
S12000034,Aberdeenshire,Local Authority,2012,Number In 5 Year Cohort,Count,2963,Children
S12000034,Aberdeenshire,Local Authority,2013,Number In 5 Year Cohort,Count,3215,Children
S12000034,Aberdeenshire,Local Authority,2009,Number In 5 Year Cohort,Count,2842,Children
S12000034,Aberdeenshire,Local Authority,2017,Number In 5 Year Cohort,Count,3195,Children
S12000033,Aberdeen City,Local Authority,2018,Number In 5 Year Cohort,Count,2163,Children
S12000033,Aberdeen City,Local Authority,2008,Vaccinated by 5 Years,Count,1747,Children
S12000034,Aberdeenshire,Local Authority,2015,Vaccinated by 5 Years,Count,3085,Children
S12000028,South Ayrshire,Local Authority,2010,Vaccinated by 5 Years,Count,1034,Children
S12000028,South Ayrshire,Local Authority,2008,Number In 5 Year Cohort,Count,1058,Children
S12000028,South Ayrshire,Local Authority,2014,Number In 5 Year Cohort,Count,1151,Children
S12000028,South Ayrshire,Local Authority,2014,Vaccinated by 5 Years,Count,1133,Children
S12000028,South Ayrshire,Local Authority,2009,Number In 5 Year Cohort,Count,1098,Children
S12000028,South Ayrshire,Local Authority,2018,Number In 5 Year Cohort,Count,1093,Children
S12000028,South Ayrshire,Local Authority,2016,Vaccinated by 5 Years,Count,1115,Children
S12000028,South Ayrshire,Local Authority,2013,Number In 5 Year Cohort,Count,1134,Children
S12000028,South Ayrshire,Local Authority,2016,Number In 5 Year Cohort,Count,1148,Children
S12000028,South Ayrshire,Local Authority,2012,Number In 5 Year Cohort,Count,1119,Children
S12000028,South Ayrshire,Local Authority,2011,Number In 5 Year Cohort,Count,1131,Children
S12000028,South Ayrshire,Local Authority,2017,Vaccinated by 5 Years,Count,1015,Children
S12000028,South Ayrshire,Local Authority,2017,Number In 5 Year Cohort,Count,1040,Children
S12000028,South Ayrshire,Local Authority,2013,Vaccinated by 5 Years,Count,1113,Children
S12000028,South Ayrshire,Local Authority,2011,Vaccinated by 5 Years,Count,1097,Children
S12000027,Shetland Islands,Local Authority,2013,Number In 5 Year Cohort,Count,263,Children
S12000027,Shetland Islands,Local Authority,2018,Vaccinated by 5 Years,Count,235,Children
S12000027,Shetland Islands,Local Authority,2013,Vaccinated by 5 Years,Count,245,Children
S12000027,Shetland Islands,Local Authority,2015,Vaccinated by 5 Years,Count,259,Children
S12000027,Shetland Islands,Local Authority,2017,Vaccinated by 5 Years,Count,277,Children
S12000027,Shetland Islands,Local Authority,2008,Vaccinated by 5 Years,Count,226,Children
S12000027,Shetland Islands,Local Authority,2018,Number In 5 Year Cohort,Count,246,Children
S12000028,South Ayrshire,Local Authority,2009,Vaccinated by 5 Years,Count,1065,Children
S12000028,South Ayrshire,Local Authority,2018,Vaccinated by 5 Years,Count,1061,Children
S12000028,South Ayrshire,Local Authority,2012,Vaccinated by 5 Years,Count,1094,Children
S12000028,South Ayrshire,Local Authority,2015,Vaccinated by 5 Years,Count,1173,Children
S12000027,Shetland Islands,Local Authority,2016,Vaccinated by 5 Years,Count,247,Children
S12000027,Shetland Islands,Local Authority,2016,Number In 5 Year Cohort,Count,260,Children
S12000028,South Ayrshire,Local Authority,2010,Number In 5 Year Cohort,Count,1064,Children
S12000029,South Lanarkshire,Local Authority,2016,Number In 5 Year Cohort,Count,3635,Children
S12000029,South Lanarkshire,Local Authority,2009,Vaccinated by 5 Years,Count,3389,Children
S12000029,South Lanarkshire,Local Authority,2012,Vaccinated by 5 Years,Count,3426,Children
S12000029,South Lanarkshire,Local Authority,2015,Vaccinated by 5 Years,Count,3508,Children
S12000029,South Lanarkshire,Local Authority,2015,Number In 5 Year Cohort,Count,3634,Children
S12000029,South Lanarkshire,Local Authority,2011,Number In 5 Year Cohort,Count,3563,Children
S12000029,South Lanarkshire,Local Authority,2017,Vaccinated by 5 Years,Count,3464,Children
S12000029,South Lanarkshire,Local Authority,2014,Vaccinated by 5 Years,Count,3495,Children
S12000030,Stirling,Local Authority,2014,Vaccinated by 5 Years,Count,955,Children
S12000030,Stirling,Local Authority,2018,Number In 5 Year Cohort,Count,914,Children
S12000030,Stirling,Local Authority,2009,Number In 5 Year Cohort,Count,984,Children
S12000030,Stirling,Local Authority,2015,Vaccinated by 5 Years,Count,896,Children
S12000029,South Lanarkshire,Local Authority,2018,Vaccinated by 5 Years,Count,3407,Children
S12000029,South Lanarkshire,Local Authority,2017,Number In 5 Year Cohort,Count,3582,Children
S12000030,Stirling,Local Authority,2016,Number In 5 Year Cohort,Count,967,Children
S12000029,South Lanarkshire,Local Authority,2013,Number In 5 Year Cohort,Count,3723,Children
S12000029,South Lanarkshire,Local Authority,2013,Vaccinated by 5 Years,Count,3614,Children
S12000029,South Lanarkshire,Local Authority,2016,Vaccinated by 5 Years,Count,3526,Children
S12000029,South Lanarkshire,Local Authority,2009,Number In 5 Year Cohort,Count,3523,Children
S12000028,South Ayrshire,Local Authority,2015,Number In 5 Year Cohort,Count,1193,Children
S12000028,South Ayrshire,Local Authority,2008,Vaccinated by 5 Years,Count,1016,Children
S12000029,South Lanarkshire,Local Authority,2010,Number In 5 Year Cohort,Count,3478,Children
S12000029,South Lanarkshire,Local Authority,2008,Vaccinated by 5 Years,Count,3144,Children
S12000029,South Lanarkshire,Local Authority,2012,Number In 5 Year Cohort,Count,3540,Children
S12000029,South Lanarkshire,Local Authority,2014,Number In 5 Year Cohort,Count,3595,Children
S12000029,South Lanarkshire,Local Authority,2011,Vaccinated by 5 Years,Count,3454,Children
S12000029,South Lanarkshire,Local Authority,2008,Number In 5 Year Cohort,Count,3290,Children
S12000029,South Lanarkshire,Local Authority,2018,Number In 5 Year Cohort,Count,3506,Children
S12000029,South Lanarkshire,Local Authority,2010,Vaccinated by 5 Years,Count,3348,Children
S12000041,Angus,Local Authority,2016,Vaccinated by 5 Years,Count,1206,Children
S12000041,Angus,Local Authority,2012,Vaccinated by 5 Years,Count,1177,Children
S12000041,Angus,Local Authority,2017,Vaccinated by 5 Years,Count,1220,Children
S12000041,Angus,Local Authority,2008,Number In 5 Year Cohort,Count,1211,Children
S12000041,Angus,Local Authority,2015,Number In 5 Year Cohort,Count,1208,Children
S12000041,Angus,Local Authority,2015,Vaccinated by 5 Years,Count,1194,Children
S12000041,Angus,Local Authority,2014,Number In 5 Year Cohort,Count,1211,Children
S12000041,Angus,Local Authority,2013,Vaccinated by 5 Years,Count,1227,Children
S12000041,Angus,Local Authority,2014,Vaccinated by 5 Years,Count,1186,Children
S12000041,Angus,Local Authority,2011,Number In 5 Year Cohort,Count,1194,Children
S12000041,Angus,Local Authority,2008,Vaccinated by 5 Years,Count,1157,Children
S12000041,Angus,Local Authority,2010,Vaccinated by 5 Years,Count,1165,Children
S12000041,Angus,Local Authority,2016,Number In 5 Year Cohort,Count,1233,Children
S12000041,Angus,Local Authority,2012,Number In 5 Year Cohort,Count,1218,Children
S12000041,Angus,Local Authority,2017,Number In 5 Year Cohort,Count,1251,Children
S12000038,Renfrewshire,Local Authority,2017,Number In 5 Year Cohort,Count,1980,Children
S12000038,Renfrewshire,Local Authority,2008,Number In 5 Year Cohort,Count,1811,Children
S12000038,Renfrewshire,Local Authority,2012,Vaccinated by 5 Years,Count,1821,Children
S12000038,Renfrewshire,Local Authority,2016,Vaccinated by 5 Years,Count,1835,Children
S12000038,Renfrewshire,Local Authority,2018,Number In 5 Year Cohort,Count,1911,Children
S12000038,Renfrewshire,Local Authority,2014,Number In 5 Year Cohort,Count,1874,Children
S12000038,Renfrewshire,Local Authority,2011,Vaccinated by 5 Years,Count,1809,Children
S12000041,Angus,Local Authority,2011,Vaccinated by 5 Years,Count,1160,Children
S12000041,Angus,Local Authority,2018,Number In 5 Year Cohort,Count,1223,Children
S12000041,Angus,Local Authority,2009,Vaccinated by 5 Years,Count,1141,Children
S12000041,Angus,Local Authority,2013,Number In 5 Year Cohort,Count,1256,Children
S12000038,Renfrewshire,Local Authority,2016,Number In 5 Year Cohort,Count,1883,Children
S12000038,Renfrewshire,Local Authority,2017,Vaccinated by 5 Years,Count,1921,Children
S12000038,Renfrewshire,Local Authority,2018,Vaccinated by 5 Years,Count,1858,Children
S12000042,Dundee City,Local Authority,2018,Vaccinated by 5 Years,Count,1440,Children
S12000042,Dundee City,Local Authority,2010,Vaccinated by 5 Years,Count,1397,Children
S12000042,Dundee City,Local Authority,2011,Vaccinated by 5 Years,Count,1427,Children
S12000042,Dundee City,Local Authority,2018,Number In 5 Year Cohort,Count,1481,Children
S12000042,Dundee City,Local Authority,2008,Vaccinated by 5 Years,Count,1386,Children
S12000042,Dundee City,Local Authority,2017,Vaccinated by 5 Years,Count,1570,Children
S12000042,Dundee City,Local Authority,2016,Vaccinated by 5 Years,Count,1580,Children
S12000042,Dundee City,Local Authority,2015,Vaccinated by 5 Years,Count,1605,Children
S12000045,East Dunbartonshire,Local Authority,2008,Number In 5 Year Cohort,Count,1139,Children
S12000045,East Dunbartonshire,Local Authority,2011,Vaccinated by 5 Years,Count,1047,Children
S12000045,East Dunbartonshire,Local Authority,2010,Number In 5 Year Cohort,Count,1090,Children
S12000045,East Dunbartonshire,Local Authority,2013,Vaccinated by 5 Years,Count,1118,Children
S12000042,Dundee City,Local Authority,2014,Number In 5 Year Cohort,Count,1603,Children
S12000042,Dundee City,Local Authority,2015,Number In 5 Year Cohort,Count,1632,Children
S12000042,Dundee City,Local Authority,2014,Vaccinated by 5 Years,Count,1569,Children
S12000042,Dundee City,Local Authority,2010,Number In 5 Year Cohort,Count,1444,Children
S12000042,Dundee City,Local Authority,2008,Number In 5 Year Cohort,Count,1454,Children
S12000042,Dundee City,Local Authority,2012,Number In 5 Year Cohort,Count,1532,Children
S12000042,Dundee City,Local Authority,2013,Vaccinated by 5 Years,Count,1628,Children
S12000041,Angus,Local Authority,2010,Number In 5 Year Cohort,Count,1203,Children
S12000041,Angus,Local Authority,2009,Number In 5 Year Cohort,Count,1177,Children
S12000041,Angus,Local Authority,2018,Vaccinated by 5 Years,Count,1203,Children
S12000042,Dundee City,Local Authority,2011,Number In 5 Year Cohort,Count,1490,Children
S12000042,Dundee City,Local Authority,2012,Vaccinated by 5 Years,Count,1495,Children
S12000042,Dundee City,Local Authority,2016,Number In 5 Year Cohort,Count,1623,Children
S12000042,Dundee City,Local Authority,2009,Number In 5 Year Cohort,Count,1468,Children
S12000042,Dundee City,Local Authority,2017,Number In 5 Year Cohort,Count,1625,Children
S12000042,Dundee City,Local Authority,2009,Vaccinated by 5 Years,Count,1417,Children
S12000042,Dundee City,Local Authority,2013,Number In 5 Year Cohort,Count,1672,Children
S12000035,Argyll and Bute,Local Authority,2011,Number In 5 Year Cohort,Count,815,Children
S12000035,Argyll and Bute,Local Authority,2014,Number In 5 Year Cohort,Count,876,Children
S12000035,Argyll and Bute,Local Authority,2011,Vaccinated by 5 Years,Count,784,Children
S12000035,Argyll and Bute,Local Authority,2008,Vaccinated by 5 Years,Count,761,Children
S12000035,Argyll and Bute,Local Authority,2018,Number In 5 Year Cohort,Count,836,Children
S12000035,Argyll and Bute,Local Authority,2018,Vaccinated by 5 Years,Count,791,Children
S12000035,Argyll and Bute,Local Authority,2008,Number In 5 Year Cohort,Count,805,Children
S12000035,Argyll and Bute,Local Authority,2009,Number In 5 Year Cohort,Count,840,Children
S12000036,City of Edinburgh,Local Authority,2009,Number In 5 Year Cohort,Count,3995,Children
S12000036,City of Edinburgh,Local Authority,2012,Number In 5 Year Cohort,Count,4683,Children
S12000036,City of Edinburgh,Local Authority,2008,Vaccinated by 5 Years,Count,3776,Children
S12000036,City of Edinburgh,Local Authority,2008,Number In 5 Year Cohort,Count,4036,Children
S12000035,Argyll and Bute,Local Authority,2010,Number In 5 Year Cohort,Count,837,Children
S12000035,Argyll and Bute,Local Authority,2010,Vaccinated by 5 Years,Count,792,Children
S12000036,City of Edinburgh,Local Authority,2014,Number In 5 Year Cohort,Count,4944,Children
S12000035,Argyll and Bute,Local Authority,2012,Number In 5 Year Cohort,Count,829,Children
S12000035,Argyll and Bute,Local Authority,2015,Number In 5 Year Cohort,Count,863,Children
S12000035,Argyll and Bute,Local Authority,2017,Vaccinated by 5 Years,Count,818,Children
S12000035,Argyll and Bute,Local Authority,2016,Number In 5 Year Cohort,Count,810,Children
S12000034,Aberdeenshire,Local Authority,2016,Number In 5 Year Cohort,Count,3092,Children
S12000034,Aberdeenshire,Local Authority,2012,Vaccinated by 5 Years,Count,2894,Children
S12000035,Argyll and Bute,Local Authority,2017,Number In 5 Year Cohort,Count,855,Children
S12000035,Argyll and Bute,Local Authority,2012,Vaccinated by 5 Years,Count,798,Children
S12000035,Argyll and Bute,Local Authority,2016,Vaccinated by 5 Years,Count,782,Children
S12000035,Argyll and Bute,Local Authority,2014,Vaccinated by 5 Years,Count,832,Children
S12000035,Argyll and Bute,Local Authority,2015,Vaccinated by 5 Years,Count,818,Children
S12000035,Argyll and Bute,Local Authority,2013,Vaccinated by 5 Years,Count,812,Children
S12000035,Argyll and Bute,Local Authority,2009,Vaccinated by 5 Years,Count,794,Children
S12000035,Argyll and Bute,Local Authority,2013,Number In 5 Year Cohort,Count,847,Children
S12000038,Renfrewshire,Local Authority,2013,Vaccinated by 5 Years,Count,1889,Children
S12000038,Renfrewshire,Local Authority,2010,Vaccinated by 5 Years,Count,1800,Children
S12000038,Renfrewshire,Local Authority,2014,Vaccinated by 5 Years,Count,1832,Children
S12000038,Renfrewshire,Local Authority,2008,Vaccinated by 5 Years,Count,1714,Children
S12000036,City of Edinburgh,Local Authority,2011,Vaccinated by 5 Years,Count,4100,Children
S12000036,City of Edinburgh,Local Authority,2010,Vaccinated by 5 Years,Count,3974,Children
S12000038,Renfrewshire,Local Authority,2009,Vaccinated by 5 Years,Count,1807,Children
S12000036,City of Edinburgh,Local Authority,2017,Vaccinated by 5 Years,Count,4962,Children
S12000038,Renfrewshire,Local Authority,2009,Number In 5 Year Cohort,Count,1870,Children
S12000038,Renfrewshire,Local Authority,2015,Vaccinated by 5 Years,Count,1937,Children
S12000038,Renfrewshire,Local Authority,2013,Number In 5 Year Cohort,Count,1922,Children
S12000038,Renfrewshire,Local Authority,2015,Number In 5 Year Cohort,Count,1976,Children
S12000038,Renfrewshire,Local Authority,2011,Number In 5 Year Cohort,Count,1871,Children
S12000038,Renfrewshire,Local Authority,2012,Number In 5 Year Cohort,Count,1879,Children
S12000038,Renfrewshire,Local Authority,2010,Number In 5 Year Cohort,Count,1875,Children
S12000036,City of Edinburgh,Local Authority,2017,Number In 5 Year Cohort,Count,5170,Children
S12000036,City of Edinburgh,Local Authority,2011,Number In 5 Year Cohort,Count,4280,Children
S12000036,City of Edinburgh,Local Authority,2013,Vaccinated by 5 Years,Count,4759,Children
S12000036,City of Edinburgh,Local Authority,2014,Vaccinated by 5 Years,Count,4771,Children
S12000036,City of Edinburgh,Local Authority,2009,Vaccinated by 5 Years,Count,3817,Children
S12000036,City of Edinburgh,Local Authority,2016,Number In 5 Year Cohort,Count,4985,Children
S12000036,City of Edinburgh,Local Authority,2010,Number In 5 Year Cohort,Count,4193,Children
S12000036,City of Edinburgh,Local Authority,2015,Vaccinated by 5 Years,Count,4788,Children
S12000036,City of Edinburgh,Local Authority,2018,Number In 5 Year Cohort,Count,5015,Children
S12000036,City of Edinburgh,Local Authority,2016,Vaccinated by 5 Years,Count,4788,Children
S12000036,City of Edinburgh,Local Authority,2015,Number In 5 Year Cohort,Count,4979,Children
S12000036,City of Edinburgh,Local Authority,2013,Number In 5 Year Cohort,Count,4932,Children
S12000036,City of Edinburgh,Local Authority,2012,Vaccinated by 5 Years,Count,4520,Children
S12000036,City of Edinburgh,Local Authority,2018,Vaccinated by 5 Years,Count,4805,Children
S08000028,Western Isles,Health Board,2017,Vaccinated by 5 Years,Ratio,98.5,Percent Of Children
S08000026,Shetland,Health Board,2015,Vaccinated by 5 Years,Ratio,94.9,Percent Of Children
S08000025,Orkney,Health Board,2015,Vaccinated by 5 Years,Ratio,94.8,Percent Of Children
S08000026,Shetland,Health Board,2013,Vaccinated by 5 Years,Ratio,93.2,Percent Of Children
S08000026,Shetland,Health Board,2014,Vaccinated by 5 Years,Ratio,95.8,Percent Of Children
S08000026,Shetland,Health Board,2017,Vaccinated by 5 Years,Ratio,95.8,Percent Of Children
S08000025,Orkney,Health Board,2016,Vaccinated by 5 Years,Ratio,94.5,Percent Of Children
S08000025,Orkney,Health Board,2017,Vaccinated by 5 Years,Ratio,94.1,Percent Of Children
S08000025,Orkney,Health Board,2014,Vaccinated by 5 Years,Ratio,94.6,Percent Of Children
S08000025,Orkney,Health Board,2018,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S08000028,Western Isles,Health Board,2015,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S08000028,Western Isles,Health Board,2014,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S08000026,Shetland,Health Board,2018,Vaccinated by 5 Years,Ratio,95.5,Percent Of Children
S08000026,Shetland,Health Board,2016,Vaccinated by 5 Years,Ratio,95,Percent Of Children
S08000028,Western Isles,Health Board,2016,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S08000028,Western Isles,Health Board,2013,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S08000028,Western Isles,Health Board,2018,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S12000027,Shetland Islands,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.5,Percent Of Children
S12000027,Shetland Islands,Local Authority,2014,Vaccinated by 5 Years,Ratio,95.8,Percent Of Children
S12000027,Shetland Islands,Local Authority,2008,Vaccinated by 5 Years,Ratio,92.6,Percent Of Children
S12000027,Shetland Islands,Local Authority,2018,Vaccinated by 5 Years,Ratio,95.5,Percent Of Children
S12000027,Shetland Islands,Local Authority,2016,Vaccinated by 5 Years,Ratio,95,Percent Of Children
S12000027,Shetland Islands,Local Authority,2010,Vaccinated by 5 Years,Ratio,91.7,Percent Of Children
S12000027,Shetland Islands,Local Authority,2015,Vaccinated by 5 Years,Ratio,94.9,Percent Of Children
S12000027,Shetland Islands,Local Authority,2013,Vaccinated by 5 Years,Ratio,93.2,Percent Of Children
S12000027,Shetland Islands,Local Authority,2017,Vaccinated by 5 Years,Ratio,95.8,Percent Of Children
S12000027,Shetland Islands,Local Authority,2011,Vaccinated by 5 Years,Ratio,93.3,Percent Of Children
S12000028,South Ayrshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000028,South Ayrshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000028,South Ayrshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,98.1,Percent Of Children
S12000028,South Ayrshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000028,South Ayrshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,98.4,Percent Of Children
S12000027,Shetland Islands,Local Authority,2012,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000028,South Ayrshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000026,Scottish Borders,Local Authority,2018,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S12000023,Orkney Islands,Local Authority,2008,Vaccinated by 5 Years,Ratio,88.6,Percent Of Children
S12000026,Scottish Borders,Local Authority,2017,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000023,Orkney Islands,Local Authority,2015,Vaccinated by 5 Years,Ratio,94.8,Percent Of Children
S12000023,Orkney Islands,Local Authority,2009,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000026,Scottish Borders,Local Authority,2016,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000026,Scottish Borders,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S12000026,Scottish Borders,Local Authority,2015,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000026,Scottish Borders,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000026,Scottish Borders,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S12000026,Scottish Borders,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000026,Scottish Borders,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.7,Percent Of Children
S12000026,Scottish Borders,Local Authority,2011,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S12000026,Scottish Borders,Local Authority,2008,Vaccinated by 5 Years,Ratio,95.5,Percent Of Children
S12000030,Stirling,Local Authority,2010,Vaccinated by 5 Years,Ratio,95.8,Percent Of Children
S12000030,Stirling,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S12000030,Stirling,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000030,Stirling,Local Authority,2015,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000030,Stirling,Local Authority,2017,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000030,Stirling,Local Authority,2011,Vaccinated by 5 Years,Ratio,95.9,Percent Of Children
S12000030,Stirling,Local Authority,2012,Vaccinated by 5 Years,Ratio,95,Percent Of Children
S12000030,Stirling,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000033,Aberdeen City,Local Authority,2010,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000033,Aberdeen City,Local Authority,2014,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000033,Aberdeen City,Local Authority,2013,Vaccinated by 5 Years,Ratio,95.4,Percent Of Children
S12000030,Stirling,Local Authority,2008,Vaccinated by 5 Years,Ratio,94.5,Percent Of Children
S12000030,Stirling,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.4,Percent Of Children
S12000030,Stirling,Local Authority,2016,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000028,South Ayrshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,96.2,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000028,South Ayrshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S12000028,South Ayrshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000028,South Ayrshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000028,South Ayrshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.8,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000029,South Lanarkshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,96.9,Percent Of Children
S12000018,Inverclyde,Local Authority,2008,Vaccinated by 5 Years,Ratio,95.9,Percent Of Children
S12000018,Inverclyde,Local Authority,2010,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S12000018,Inverclyde,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000018,Inverclyde,Local Authority,2015,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S12000018,Inverclyde,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S12000018,Inverclyde,Local Authority,2017,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
