area_code,reference_area,area_type,year,gender,cancer_type,value,units
S12000033,Aberdeen City,Local Authority,2009,All,Malignant Neoplasms,1116,Cases
S12000033,Aberdeen City,Local Authority,2015,All,Malignant Neoplasms,1231,Cases
S12000033,Aberdeen City,Local Authority,2008,All,Malignant Neoplasms,1109,Cases
S12000033,Aberdeen City,Local Authority,2006,Female,Breast Cancer,141,Cases
S12000033,Aberdeen City,Local Authority,2016,Female,Breast Cancer,170,Cases
S12000033,Aberdeen City,Local Authority,2012,Female,Breast Cancer,163,Cases
S12000033,Aberdeen City,Local Authority,2003,Female,Breast Cancer,155,Cases
S12000033,Aberdeen City,Local Authority,2004,Male,Malignant Neoplasms,525,Cases
S12000033,Aberdeen City,Local Authority,1999,Female,Breast Cancer,167,Cases
S12000033,Aberdeen City,Local Authority,2005,Male,Malignant Neoplasms,509,Cases
S12000033,Aberdeen City,Local Authority,2000,Female,Breast Cancer,133,Cases
S12000033,Aberdeen City,Local Authority,2011,Female,Breast Cancer,158,Cases
S12000033,Aberdeen City,Local Authority,2000,All,Malignant Neoplasms,1039,Cases
S12000033,Aberdeen City,Local Authority,2014,Female,Breast Cancer,148,Cases
S12000033,Aberdeen City,Local Authority,2010,Female,Breast Cancer,159,Cases
S12000033,Aberdeen City,Local Authority,1998,Female,Breast Cancer,130,Cases
S12000033,Aberdeen City,Local Authority,2001,Female,Breast Cancer,147,Cases
S12000033,Aberdeen City,Local Authority,2013,Female,Breast Cancer,160,Cases
S12000033,Aberdeen City,Local Authority,2002,Female,Breast Cancer,156,Cases
S12000033,Aberdeen City,Local Authority,2007,Male,Malignant Neoplasms,512,Cases
S12000033,Aberdeen City,Local Authority,2005,All,Malignant Neoplasms,1060,Cases
S12000033,Aberdeen City,Local Authority,2015,Female,Breast Cancer,164,Cases
S12000033,Aberdeen City,Local Authority,2001,Male,Malignant Neoplasms,543,Cases
S12000033,Aberdeen City,Local Authority,1997,Male,Malignant Neoplasms,519,Cases
S12000033,Aberdeen City,Local Authority,2008,Male,Malignant Neoplasms,558,Cases
S12000033,Aberdeen City,Local Authority,2007,All,Malignant Neoplasms,1123,Cases
S12000033,Aberdeen City,Local Authority,2017,Female,Breast Cancer,160,Cases
S12000033,Aberdeen City,Local Authority,1998,Male,Malignant Neoplasms,521,Cases
S12000033,Aberdeen City,Local Authority,2003,Male,Malignant Neoplasms,528,Cases
S12000033,Aberdeen City,Local Authority,2006,All,Malignant Neoplasms,1004,Cases
S12000033,Aberdeen City,Local Authority,2009,Female,Breast Cancer,161,Cases
S12000033,Aberdeen City,Local Authority,1999,Male,Malignant Neoplasms,554,Cases
S12000033,Aberdeen City,Local Authority,1999,All,Malignant Neoplasms,1167,Cases
S12000033,Aberdeen City,Local Authority,2015,Male,Malignant Neoplasms,597,Cases
S12000033,Aberdeen City,Local Authority,2000,Male,Malignant Neoplasms,479,Cases
S12000034,Aberdeenshire,Local Authority,1999,Female,Breast Cancer,146,Cases
S12000034,Aberdeenshire,Local Authority,2000,Female,Breast Cancer,189,Cases
S12000034,Aberdeenshire,Local Authority,1997,All,Lung Cancer,145,Cases
S12000034,Aberdeenshire,Local Authority,2009,All,Malignant Neoplasms,1296,Cases
S12000034,Aberdeenshire,Local Authority,2004,All,Lung Cancer,158,Cases
S12000034,Aberdeenshire,Local Authority,2005,Male,Malignant Neoplasms,518,Cases
S12000034,Aberdeenshire,Local Authority,2009,All,Colorectal Cancer,182,Cases
S12000034,Aberdeenshire,Local Authority,2001,Male,Prostate Cancer,106,Cases
S12000034,Aberdeenshire,Local Authority,2017,All,Lung Cancer,166,Cases
S12000034,Aberdeenshire,Local Authority,2005,All,Lung Cancer,146,Cases
S12000034,Aberdeenshire,Local Authority,2005,All,Malignant Neoplasms,1093,Cases
S12000034,Aberdeenshire,Local Authority,2014,Female,Malignant Neoplasms,696,Cases
S12000034,Aberdeenshire,Local Authority,2013,Female,Malignant Neoplasms,701,Cases
S12000034,Aberdeenshire,Local Authority,2004,All,Malignant Neoplasms,1093,Cases
S12000034,Aberdeenshire,Local Authority,2010,Female,Malignant Neoplasms,640,Cases
S12000034,Aberdeenshire,Local Authority,1997,Male,Prostate Cancer,73,Cases
S12000034,Aberdeenshire,Local Authority,2012,Female,Malignant Neoplasms,680,Cases
S12000034,Aberdeenshire,Local Authority,2007,All,Malignant Neoplasms,1141,Cases
S12000034,Aberdeenshire,Local Authority,2005,Male,Prostate Cancer,112,Cases
S12000034,Aberdeenshire,Local Authority,1999,All,Lung Cancer,113,Cases
S12000034,Aberdeenshire,Local Authority,2016,All,Malignant Neoplasms,1448,Cases
S12000034,Aberdeenshire,Local Authority,2016,Male,Prostate Cancer,176,Cases
S12000034,Aberdeenshire,Local Authority,2004,Male,Prostate Cancer,115,Cases
S12000034,Aberdeenshire,Local Authority,2002,All,Lung Cancer,152,Cases
S12000034,Aberdeenshire,Local Authority,2017,All,Colorectal Cancer,198,Cases
S12000034,Aberdeenshire,Local Authority,2003,Male,Prostate Cancer,98,Cases
S12000034,Aberdeenshire,Local Authority,2000,Male,Prostate Cancer,96,Cases
S12000034,Aberdeenshire,Local Authority,2014,Male,Malignant Neoplasms,732,Cases
S12000034,Aberdeenshire,Local Authority,1999,Male,Prostate Cancer,110,Cases
S12000034,Aberdeenshire,Local Authority,2015,All,Colorectal Cancer,164,Cases
S12000034,Aberdeenshire,Local Authority,2010,Male,Malignant Neoplasms,638,Cases
S12000034,Aberdeenshire,Local Authority,2016,All,Colorectal Cancer,178,Cases
S12000034,Aberdeenshire,Local Authority,2015,Male,Prostate Cancer,163,Cases
S12000034,Aberdeenshire,Local Authority,2002,Male,Prostate Cancer,109,Cases
S12000034,Aberdeenshire,Local Authority,2008,Female,Breast Cancer,197,Cases
S12000034,Aberdeenshire,Local Authority,2015,Female,Breast Cancer,225,Cases
S12000034,Aberdeenshire,Local Authority,2009,Male,Prostate Cancer,162,Cases
S12000034,Aberdeenshire,Local Authority,2001,All,Lung Cancer,126,Cases
S12000034,Aberdeenshire,Local Authority,2000,All,Lung Cancer,134,Cases
S12000034,Aberdeenshire,Local Authority,2017,Male,Prostate Cancer,196,Cases
S12000034,Aberdeenshire,Local Authority,2009,Male,Malignant Neoplasms,641,Cases
S12000034,Aberdeenshire,Local Authority,2016,Female,Breast Cancer,222,Cases
S12000034,Aberdeenshire,Local Authority,2014,Male,Prostate Cancer,184,Cases
S12000034,Aberdeenshire,Local Authority,2002,Female,Breast Cancer,165,Cases
S12000034,Aberdeenshire,Local Authority,2013,Male,Prostate Cancer,202,Cases
S12000034,Aberdeenshire,Local Authority,2005,Female,Malignant Neoplasms,575,Cases
S12000034,Aberdeenshire,Local Authority,2012,All,Malignant Neoplasms,1382,Cases
S12000034,Aberdeenshire,Local Authority,1997,Female,Breast Cancer,123,Cases
S12000034,Aberdeenshire,Local Authority,2003,Female,Breast Cancer,200,Cases
S12000034,Aberdeenshire,Local Authority,2001,Female,Breast Cancer,150,Cases
S12000034,Aberdeenshire,Local Authority,2012,All,Lung Cancer,153,Cases
S12000034,Aberdeenshire,Local Authority,2004,Female,Malignant Neoplasms,544,Cases
S12000034,Aberdeenshire,Local Authority,2010,All,Malignant Neoplasms,1278,Cases
S12000034,Aberdeenshire,Local Authority,2013,All,Lung Cancer,178,Cases
S12000034,Aberdeenshire,Local Authority,2016,Male,Malignant Neoplasms,734,Cases
S12000034,Aberdeenshire,Local Authority,2011,All,Malignant Neoplasms,1333,Cases
S12000034,Aberdeenshire,Local Authority,2012,Male,Prostate Cancer,187,Cases
S12000034,Aberdeenshire,Local Authority,2013,All,Colorectal Cancer,149,Cases
S12000034,Aberdeenshire,Local Authority,2013,All,Malignant Neoplasms,1407,Cases
S12000034,Aberdeenshire,Local Authority,2008,Male,Malignant Neoplasms,655,Cases
S12000034,Aberdeenshire,Local Authority,2014,All,Lung Cancer,201,Cases
S12000034,Aberdeenshire,Local Authority,2006,Male,Malignant Neoplasms,528,Cases
S12000034,Aberdeenshire,Local Authority,2002,Male,Malignant Neoplasms,542,Cases
S12000034,Aberdeenshire,Local Authority,2014,All,Malignant Neoplasms,1428,Cases
S12000034,Aberdeenshire,Local Authority,2007,Male,Malignant Neoplasms,576,Cases
S12000034,Aberdeenshire,Local Authority,1997,Female,Malignant Neoplasms,466,Cases
S12000034,Aberdeenshire,Local Authority,2017,Male,Malignant Neoplasms,801,Cases
S12000034,Aberdeenshire,Local Authority,2004,Male,Malignant Neoplasms,549,Cases
S12000034,Aberdeenshire,Local Authority,2000,Male,Malignant Neoplasms,499,Cases
S12000034,Aberdeenshire,Local Authority,1999,Male,Malignant Neoplasms,487,Cases
S12000034,Aberdeenshire,Local Authority,2011,All,Colorectal Cancer,194,Cases
S12000034,Aberdeenshire,Local Authority,2012,All,Colorectal Cancer,161,Cases
S12000034,Aberdeenshire,Local Authority,2001,Male,Malignant Neoplasms,475,Cases
S12000034,Aberdeenshire,Local Authority,1998,Female,Malignant Neoplasms,501,Cases
S12000034,Aberdeenshire,Local Authority,2017,All,Malignant Neoplasms,1493,Cases
S12000034,Aberdeenshire,Local Authority,2003,Male,Malignant Neoplasms,532,Cases
S12000034,Aberdeenshire,Local Authority,2017,Female,Malignant Neoplasms,692,Cases
S12000034,Aberdeenshire,Local Authority,2008,Male,Prostate Cancer,145,Cases
S12000034,Aberdeenshire,Local Authority,2010,Male,Prostate Cancer,150,Cases
S12000034,Aberdeenshire,Local Authority,2010,Female,Breast Cancer,220,Cases
S12000034,Aberdeenshire,Local Authority,2006,Male,Prostate Cancer,106,Cases
S12000034,Aberdeenshire,Local Authority,2013,Female,Breast Cancer,226,Cases
S12000034,Aberdeenshire,Local Authority,1998,All,Colorectal Cancer,150,Cases
S12000034,Aberdeenshire,Local Authority,2011,Male,Prostate Cancer,165,Cases
S12000034,Aberdeenshire,Local Authority,2016,All,Lung Cancer,199,Cases
S12000034,Aberdeenshire,Local Authority,2012,Female,Breast Cancer,225,Cases
S12000034,Aberdeenshire,Local Authority,2009,Female,Malignant Neoplasms,655,Cases
S12000034,Aberdeenshire,Local Authority,1998,Male,Prostate Cancer,112,Cases
S12000034,Aberdeenshire,Local Authority,2011,Female,Malignant Neoplasms,632,Cases
S12000034,Aberdeenshire,Local Authority,1997,Male,Malignant Neoplasms,482,Cases
S12000034,Aberdeenshire,Local Authority,2007,Male,Prostate Cancer,109,Cases
S12000034,Aberdeenshire,Local Authority,1998,Male,Malignant Neoplasms,507,Cases
S12000034,Aberdeenshire,Local Authority,2011,Female,Breast Cancer,164,Cases
S12000034,Aberdeenshire,Local Authority,2014,Female,Breast Cancer,186,Cases
S12000034,Aberdeenshire,Local Authority,2000,Female,Malignant Neoplasms,590,Cases
S12000034,Aberdeenshire,Local Authority,2001,Female,Malignant Neoplasms,510,Cases
S12000034,Aberdeenshire,Local Authority,2010,All,Colorectal Cancer,156,Cases
S12000034,Aberdeenshire,Local Authority,1997,All,Colorectal Cancer,120,Cases
S12000034,Aberdeenshire,Local Authority,2003,Female,Malignant Neoplasms,571,Cases
S12000034,Aberdeenshire,Local Authority,1998,All,Malignant Neoplasms,1008,Cases
S12000034,Aberdeenshire,Local Authority,1998,Female,Breast Cancer,126,Cases
S12000034,Aberdeenshire,Local Authority,2014,All,Colorectal Cancer,164,Cases
S12000034,Aberdeenshire,Local Authority,2011,All,Lung Cancer,163,Cases
S12000034,Aberdeenshire,Local Authority,2006,Female,Malignant Neoplasms,616,Cases
S12000034,Aberdeenshire,Local Authority,1999,All,Colorectal Cancer,139,Cases
S12000034,Aberdeenshire,Local Authority,2008,Female,Malignant Neoplasms,627,Cases
S12000034,Aberdeenshire,Local Authority,2002,Female,Malignant Neoplasms,576,Cases
S12000034,Aberdeenshire,Local Authority,2015,Female,Malignant Neoplasms,720,Cases
S12000034,Aberdeenshire,Local Authority,1999,Female,Malignant Neoplasms,490,Cases
S12000034,Aberdeenshire,Local Authority,2007,Female,Malignant Neoplasms,565,Cases
S12000034,Aberdeenshire,Local Authority,2010,All,Lung Cancer,150,Cases
S12000034,Aberdeenshire,Local Authority,2003,All,Lung Cancer,118,Cases
S12000034,Aberdeenshire,Local Authority,2006,Female,Breast Cancer,202,Cases
S12000034,Aberdeenshire,Local Authority,2003,All,Colorectal Cancer,171,Cases
S12000034,Aberdeenshire,Local Authority,1999,All,Malignant Neoplasms,977,Cases
S12000034,Aberdeenshire,Local Authority,2002,All,Colorectal Cancer,180,Cases
S12000034,Aberdeenshire,Local Authority,2008,All,Lung Cancer,151,Cases
S12000034,Aberdeenshire,Local Authority,1997,All,Malignant Neoplasms,948,Cases
S12000034,Aberdeenshire,Local Authority,2008,All,Malignant Neoplasms,1282,Cases
S12000034,Aberdeenshire,Local Authority,2015,All,Lung Cancer,154,Cases
S12000034,Aberdeenshire,Local Authority,2013,Male,Malignant Neoplasms,706,Cases
S12000034,Aberdeenshire,Local Authority,2004,Female,Breast Cancer,168,Cases
S12000034,Aberdeenshire,Local Authority,2005,Female,Breast Cancer,164,Cases
S12000034,Aberdeenshire,Local Authority,2000,All,Colorectal Cancer,156,Cases
S12000034,Aberdeenshire,Local Authority,2017,Female,Breast Cancer,213,Cases
S12000034,Aberdeenshire,Local Authority,2009,Female,Breast Cancer,192,Cases
S12000034,Aberdeenshire,Local Authority,2004,All,Colorectal Cancer,152,Cases
S12000034,Aberdeenshire,Local Authority,2001,All,Colorectal Cancer,142,Cases
S12000034,Aberdeenshire,Local Authority,2008,All,Colorectal Cancer,184,Cases
S12000034,Aberdeenshire,Local Authority,2003,All,Malignant Neoplasms,1103,Cases
S12000034,Aberdeenshire,Local Authority,2007,All,Colorectal Cancer,147,Cases
S12000034,Aberdeenshire,Local Authority,2015,Male,Malignant Neoplasms,699,Cases
S12000034,Aberdeenshire,Local Authority,2006,All,Colorectal Cancer,171,Cases
S12000034,Aberdeenshire,Local Authority,2012,Male,Malignant Neoplasms,702,Cases
S12000034,Aberdeenshire,Local Authority,2007,All,Lung Cancer,160,Cases
S12000034,Aberdeenshire,Local Authority,2006,All,Malignant Neoplasms,1144,Cases
S12000034,Aberdeenshire,Local Authority,2005,All,Colorectal Cancer,150,Cases
S12000034,Aberdeenshire,Local Authority,2000,All,Malignant Neoplasms,1089,Cases
S12000034,Aberdeenshire,Local Authority,2001,All,Malignant Neoplasms,985,Cases
S12000034,Aberdeenshire,Local Authority,2002,All,Malignant Neoplasms,1118,Cases
S12000034,Aberdeenshire,Local Authority,2015,All,Malignant Neoplasms,1419,Cases
S12000034,Aberdeenshire,Local Authority,2016,Female,Malignant Neoplasms,714,Cases
S12000034,Aberdeenshire,Local Authority,2006,All,Lung Cancer,134,Cases
S12000034,Aberdeenshire,Local Authority,2009,All,Lung Cancer,128,Cases
S12000034,Aberdeenshire,Local Authority,2011,Male,Malignant Neoplasms,701,Cases
S12000034,Aberdeenshire,Local Authority,2007,Female,Breast Cancer,163,Cases
S12000034,Aberdeenshire,Local Authority,1998,All,Lung Cancer,128,Cases
S12000035,Argyll and Bute,Local Authority,2015,Male,Prostate Cancer,80,Cases
S12000035,Argyll and Bute,Local Authority,1999,All,Lung Cancer,83,Cases
S12000035,Argyll and Bute,Local Authority,2009,All,Malignant Neoplasms,624,Cases
S12000035,Argyll and Bute,Local Authority,1998,Male,Malignant Neoplasms,271,Cases
S12000035,Argyll and Bute,Local Authority,2005,All,Malignant Neoplasms,498,Cases
S12000035,Argyll and Bute,Local Authority,2009,Male,Prostate Cancer,48,Cases
S12000035,Argyll and Bute,Local Authority,1997,Male,Prostate Cancer,45,Cases
S12000035,Argyll and Bute,Local Authority,2015,Female,Malignant Neoplasms,307,Cases
S12000035,Argyll and Bute,Local Authority,2006,Female,Malignant Neoplasms,308,Cases
S12000035,Argyll and Bute,Local Authority,1997,Female,Malignant Neoplasms,287,Cases
S12000035,Argyll and Bute,Local Authority,2015,Female,Breast Cancer,98,Cases
S12000035,Argyll and Bute,Local Authority,2008,Male,Prostate Cancer,66,Cases
S12000035,Argyll and Bute,Local Authority,2014,Male,Malignant Neoplasms,344,Cases
S12000035,Argyll and Bute,Local Authority,2011,Female,Malignant Neoplasms,284,Cases
S12000035,Argyll and Bute,Local Authority,2013,Female,Breast Cancer,81,Cases
S12000035,Argyll and Bute,Local Authority,2012,Female,Malignant Neoplasms,357,Cases
S12000035,Argyll and Bute,Local Authority,2014,All,Colorectal Cancer,68,Cases
S12000035,Argyll and Bute,Local Authority,2003,All,Malignant Neoplasms,594,Cases
S12000035,Argyll and Bute,Local Authority,2004,Male,Prostate Cancer,41,Cases
S12000035,Argyll and Bute,Local Authority,2016,Male,Malignant Neoplasms,334,Cases
S12000035,Argyll and Bute,Local Authority,2000,All,Lung Cancer,102,Cases
S12000035,Argyll and Bute,Local Authority,2001,Female,Breast Cancer,75,Cases
S12000035,Argyll and Bute,Local Authority,2002,All,Colorectal Cancer,72,Cases
S12000035,Argyll and Bute,Local Authority,2001,Male,Prostate Cancer,61,Cases
S12000035,Argyll and Bute,Local Authority,2009,All,Lung Cancer,80,Cases
S12000035,Argyll and Bute,Local Authority,2016,Female,Breast Cancer,112,Cases
S12000035,Argyll and Bute,Local Authority,2009,Male,Malignant Neoplasms,282,Cases
S12000035,Argyll and Bute,Local Authority,1999,All,Malignant Neoplasms,489,Cases
S12000035,Argyll and Bute,Local Authority,1999,Male,Malignant Neoplasms,236,Cases
S12000035,Argyll and Bute,Local Authority,2000,Female,Malignant Neoplasms,284,Cases
S12000035,Argyll and Bute,Local Authority,2003,Male,Prostate Cancer,52,Cases
S12000035,Argyll and Bute,Local Authority,1997,All,Colorectal Cancer,70,Cases
S12000035,Argyll and Bute,Local Authority,2012,Male,Malignant Neoplasms,325,Cases
S12000035,Argyll and Bute,Local Authority,2017,Male,Prostate Cancer,68,Cases
S12000035,Argyll and Bute,Local Authority,2016,All,Malignant Neoplasms,666,Cases
S12000035,Argyll and Bute,Local Authority,2016,Female,Malignant Neoplasms,332,Cases
S12000035,Argyll and Bute,Local Authority,2002,Female,Breast Cancer,58,Cases
S12000035,Argyll and Bute,Local Authority,2003,All,Colorectal Cancer,73,Cases
S12000035,Argyll and Bute,Local Authority,2010,Female,Breast Cancer,90,Cases
S12000035,Argyll and Bute,Local Authority,2013,All,Malignant Neoplasms,604,Cases
S12000035,Argyll and Bute,Local Authority,2012,All,Colorectal Cancer,90,Cases
S12000035,Argyll and Bute,Local Authority,2013,All,Colorectal Cancer,78,Cases
S12000035,Argyll and Bute,Local Authority,2012,Female,Breast Cancer,117,Cases
S12000035,Argyll and Bute,Local Authority,2015,All,Lung Cancer,100,Cases
S12000035,Argyll and Bute,Local Authority,2011,Male,Malignant Neoplasms,322,Cases
S12000035,Argyll and Bute,Local Authority,2008,Female,Malignant Neoplasms,312,Cases
S12000035,Argyll and Bute,Local Authority,2002,Male,Prostate Cancer,49,Cases
S12000035,Argyll and Bute,Local Authority,2007,All,Lung Cancer,79,Cases
S12000035,Argyll and Bute,Local Authority,2016,All,Colorectal Cancer,73,Cases
S12000035,Argyll and Bute,Local Authority,2013,Male,Malignant Neoplasms,292,Cases
S12000035,Argyll and Bute,Local Authority,2008,All,Malignant Neoplasms,588,Cases
S12000035,Argyll and Bute,Local Authority,2004,Male,Malignant Neoplasms,251,Cases
S12000035,Argyll and Bute,Local Authority,2001,Female,Malignant Neoplasms,276,Cases
S12000035,Argyll and Bute,Local Authority,2000,Male,Prostate Cancer,56,Cases
S12000035,Argyll and Bute,Local Authority,2005,Male,Prostate Cancer,50,Cases
S12000035,Argyll and Bute,Local Authority,1998,Male,Prostate Cancer,52,Cases
S12000035,Argyll and Bute,Local Authority,2004,All,Lung Cancer,79,Cases
S12000035,Argyll and Bute,Local Authority,2007,Female,Malignant Neoplasms,254,Cases
S12000035,Argyll and Bute,Local Authority,2009,Female,Breast Cancer,130,Cases
S12000035,Argyll and Bute,Local Authority,1999,Male,Prostate Cancer,39,Cases
S12000035,Argyll and Bute,Local Authority,2014,Male,Prostate Cancer,76,Cases
S12000035,Argyll and Bute,Local Authority,1997,All,Lung Cancer,91,Cases
S12000035,Argyll and Bute,Local Authority,2015,Male,Malignant Neoplasms,356,Cases
S12000035,Argyll and Bute,Local Authority,2002,Female,Malignant Neoplasms,236,Cases
S12000035,Argyll and Bute,Local Authority,2007,Male,Prostate Cancer,60,Cases
S12000035,Argyll and Bute,Local Authority,2010,All,Colorectal Cancer,90,Cases
S12000035,Argyll and Bute,Local Authority,2014,Female,Breast Cancer,55,Cases
S12000035,Argyll and Bute,Local Authority,2008,Male,Malignant Neoplasms,276,Cases
S12000035,Argyll and Bute,Local Authority,2016,All,Lung Cancer,81,Cases
S12000035,Argyll and Bute,Local Authority,2000,Female,Breast Cancer,84,Cases
S12000035,Argyll and Bute,Local Authority,2010,Female,Malignant Neoplasms,312,Cases
S12000035,Argyll and Bute,Local Authority,2015,All,Malignant Neoplasms,663,Cases
S12000035,Argyll and Bute,Local Authority,2007,All,Malignant Neoplasms,517,Cases
S12000035,Argyll and Bute,Local Authority,2003,Female,Malignant Neoplasms,317,Cases
S12000035,Argyll and Bute,Local Authority,2006,Male,Prostate Cancer,59,Cases
S12000035,Argyll and Bute,Local Authority,2011,All,Colorectal Cancer,62,Cases
S12000035,Argyll and Bute,Local Authority,2002,All,Malignant Neoplasms,481,Cases
S12000035,Argyll and Bute,Local Authority,2000,Male,Malignant Neoplasms,268,Cases
S12000035,Argyll and Bute,Local Authority,2011,Female,Breast Cancer,77,Cases
S12000035,Argyll and Bute,Local Authority,2013,Female,Malignant Neoplasms,312,Cases
S12000035,Argyll and Bute,Local Authority,2006,Female,Breast Cancer,127,Cases
S12000035,Argyll and Bute,Local Authority,2014,Female,Malignant Neoplasms,262,Cases
S12000035,Argyll and Bute,Local Authority,1998,Female,Breast Cancer,63,Cases
S12000035,Argyll and Bute,Local Authority,2000,All,Colorectal Cancer,80,Cases
S12000035,Argyll and Bute,Local Authority,2008,All,Lung Cancer,92,Cases
S12000035,Argyll and Bute,Local Authority,2001,All,Lung Cancer,64,Cases
S12000035,Argyll and Bute,Local Authority,2016,Male,Prostate Cancer,84,Cases
S12000035,Argyll and Bute,Local Authority,1999,All,Colorectal Cancer,65,Cases
S12000035,Argyll and Bute,Local Authority,2003,Male,Malignant Neoplasms,277,Cases
S12000035,Argyll and Bute,Local Authority,1997,Male,Malignant Neoplasms,266,Cases
S12000035,Argyll and Bute,Local Authority,2013,All,Lung Cancer,105,Cases
S12000035,Argyll and Bute,Local Authority,2002,All,Lung Cancer,66,Cases
S12000035,Argyll and Bute,Local Authority,2004,Female,Breast Cancer,73,Cases
S12000035,Argyll and Bute,Local Authority,1998,All,Malignant Neoplasms,501,Cases
S12000035,Argyll and Bute,Local Authority,2005,All,Lung Cancer,74,Cases
S12000035,Argyll and Bute,Local Authority,2006,All,Lung Cancer,86,Cases
S12000035,Argyll and Bute,Local Authority,2001,Male,Malignant Neoplasms,271,Cases
S12000035,Argyll and Bute,Local Authority,2006,All,Colorectal Cancer,70,Cases
S12000035,Argyll and Bute,Local Authority,2013,Male,Prostate Cancer,70,Cases
S12000035,Argyll and Bute,Local Authority,1997,All,Malignant Neoplasms,553,Cases
S12000035,Argyll and Bute,Local Authority,1999,Female,Malignant Neoplasms,253,Cases
S12000035,Argyll and Bute,Local Authority,2005,All,Colorectal Cancer,80,Cases
S12000035,Argyll and Bute,Local Authority,2003,All,Lung Cancer,82,Cases
S12000035,Argyll and Bute,Local Authority,2001,All,Malignant Neoplasms,547,Cases
S12000035,Argyll and Bute,Local Authority,2008,All,Colorectal Cancer,82,Cases
S12000035,Argyll and Bute,Local Authority,2017,Male,Malignant Neoplasms,310,Cases
S12000035,Argyll and Bute,Local Authority,2005,Female,Breast Cancer,62,Cases
S12000035,Argyll and Bute,Local Authority,2009,All,Colorectal Cancer,88,Cases
S12000035,Argyll and Bute,Local Authority,2010,All,Lung Cancer,90,Cases
S12000035,Argyll and Bute,Local Authority,2008,Female,Breast Cancer,73,Cases
S12000035,Argyll and Bute,Local Authority,2014,All,Lung Cancer,87,Cases
S12000035,Argyll and Bute,Local Authority,2017,Female,Malignant Neoplasms,305,Cases
S12000035,Argyll and Bute,Local Authority,2017,All,Malignant Neoplasms,615,Cases
S12000035,Argyll and Bute,Local Authority,2004,Female,Malignant Neoplasms,237,Cases
S12000035,Argyll and Bute,Local Authority,2017,All,Colorectal Cancer,91,Cases
S12000035,Argyll and Bute,Local Authority,2017,All,Lung Cancer,94,Cases
S12000035,Argyll and Bute,Local Authority,2007,Male,Malignant Neoplasms,263,Cases
S12000035,Argyll and Bute,Local Authority,2001,All,Colorectal Cancer,84,Cases
S12000035,Argyll and Bute,Local Authority,2006,Male,Malignant Neoplasms,267,Cases
S12000035,Argyll and Bute,Local Authority,2015,All,Colorectal Cancer,75,Cases
S12000035,Argyll and Bute,Local Authority,2000,All,Malignant Neoplasms,552,Cases
S12000035,Argyll and Bute,Local Authority,2012,All,Lung Cancer,97,Cases
S12000035,Argyll and Bute,Local Authority,2011,All,Lung Cancer,72,Cases
S12000035,Argyll and Bute,Local Authority,2011,All,Malignant Neoplasms,606,Cases
S12000035,Argyll and Bute,Local Authority,2012,All,Malignant Neoplasms,682,Cases
S12000035,Argyll and Bute,Local Authority,1998,Female,Malignant Neoplasms,230,Cases
S12000035,Argyll and Bute,Local Authority,2010,All,Malignant Neoplasms,593,Cases
S12000035,Argyll and Bute,Local Authority,2007,All,Colorectal Cancer,56,Cases
S12000035,Argyll and Bute,Local Authority,2005,Male,Malignant Neoplasms,232,Cases
S12000035,Argyll and Bute,Local Authority,2007,Female,Breast Cancer,78,Cases
S12000035,Argyll and Bute,Local Authority,2004,All,Malignant Neoplasms,488,Cases
S12000035,Argyll and Bute,Local Authority,2002,Male,Malignant Neoplasms,245,Cases
S12000035,Argyll and Bute,Local Authority,2011,Male,Prostate Cancer,80,Cases
S12000035,Argyll and Bute,Local Authority,2005,Female,Malignant Neoplasms,266,Cases
S12000035,Argyll and Bute,Local Authority,2010,Male,Prostate Cancer,60,Cases
S12000035,Argyll and Bute,Local Authority,1998,All,Colorectal Cancer,77,Cases
S12000035,Argyll and Bute,Local Authority,2003,Female,Breast Cancer,124,Cases
S12000035,Argyll and Bute,Local Authority,2014,All,Malignant Neoplasms,606,Cases
S12000035,Argyll and Bute,Local Authority,1998,All,Lung Cancer,72,Cases
S12000035,Argyll and Bute,Local Authority,2009,Female,Malignant Neoplasms,342,Cases
S12000035,Argyll and Bute,Local Authority,2010,Male,Malignant Neoplasms,281,Cases
S12000035,Argyll and Bute,Local Authority,1999,Female,Breast Cancer,68,Cases
S12000035,Argyll and Bute,Local Authority,1997,Female,Breast Cancer,86,Cases
S12000035,Argyll and Bute,Local Authority,2006,All,Malignant Neoplasms,575,Cases
S12000035,Argyll and Bute,Local Authority,2012,Male,Prostate Cancer,70,Cases
S12000035,Argyll and Bute,Local Authority,2017,Female,Breast Cancer,55,Cases
S12000035,Argyll and Bute,Local Authority,2004,All,Colorectal Cancer,68,Cases
S12000036,City of Edinburgh,Local Authority,2004,Female,Malignant Neoplasms,1184,Cases
S12000036,City of Edinburgh,Local Authority,1997,Male,Prostate Cancer,199,Cases
S12000036,City of Edinburgh,Local Authority,2002,All,Malignant Neoplasms,2201,Cases
S12000036,City of Edinburgh,Local Authority,2010,Male,Prostate Cancer,267,Cases
S12000036,City of Edinburgh,Local Authority,2013,All,Lung Cancer,446,Cases
S12000036,City of Edinburgh,Local Authority,2005,Male,Prostate Cancer,289,Cases
S12000036,City of Edinburgh,Local Authority,2011,All,Lung Cancer,436,Cases
S12000036,City of Edinburgh,Local Authority,2017,Female,Malignant Neoplasms,1306,Cases
S12000036,City of Edinburgh,Local Authority,2016,Female,Malignant Neoplasms,1236,Cases
