FeatureCode,DateCode,Measurement,Units,Value,Indicator (travel to work)
S12000021,2007,Ratio,Percent Of Journeys,23.9,% Commuting Journeys
S12000021,2012,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000021,2018,Ratio,Percent Of Journeys,11,% Bus Journeys To Work
S12000021,2015,Ratio,Percent Of Journeys,19.6,% Commuting Journeys
S12000021,2005,Ratio,Percent Of Journeys,1,% Education Journeys
S12000021,2005,Ratio,Percent Of Journeys,20,% Shopping Journeys
S12000021,2017,Ratio,Percent Of Journeys,10.2,% Bus Journeys To Work
S12000021,2017,Ratio,Percent Of Journeys,35.1,% Shopping Journeys
S12000021,2018,Ratio,Percent Of Journeys,4,% Health Journeys
S12000021,2015,Ratio,Percent Of Journeys,2,% Health Journeys
S12000021,2003,Ratio,Percent Of Journeys,2.1,% Education Journeys
S12000021,2009,Ratio,Percent Of Journeys,2.4,% Health Journeys
S12000021,2009,Ratio,Percent Of Journeys,22.2,% Commuting Journeys
S12000021,2012,Ratio,Percent Of Journeys,53.4,% Child Journeys To School By Walking/Cycling
S12000021,2015,Ratio,Percent Of Journeys,61.6,% Child Journeys To School By Walking/Cycling
S12000021,1999,Ratio,Percent Of Journeys,4,% Education Journeys
S12000021,2014,Ratio,Percent Of Journeys,54.9,% Child Journeys To School By Walking/Cycling
S12000021,2009,Ratio,Percent Of Journeys,1,% Education Journeys
S12000021,2017,Ratio,Percent Of Journeys,7.6,% Education Journeys
S12000021,2013,Ratio,Percent Of Journeys,7.5,% Education Journeys
S12000021,2016,Ratio,Percent Of Journeys,5.2,% Education Journeys
S12000021,2005,Ratio,Percent Of Journeys,5.8,% Train Journeys To Work
S12000021,2013,Ratio,Percent Of Journeys,63,% Child Journeys To School By Walking/Cycling
S12000021,2001,Ratio,Percent Of Journeys,2.1,% Education Journeys
S12000021,2017,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000021,2014,Ratio,Percent Of Journeys,4.6,% Education Journeys
S12000021,2016,Ratio,Percent Of Journeys,32.4,% Shopping Journeys
S12000021,2007,Ratio,Percent Of Journeys,2.2,% Education Journeys
S12000021,2007,Ratio,Percent Of Journeys,4.8,% Train Journeys To Work
S12000021,2016,Ratio,Percent Of Journeys,41.9,% Child Journeys To School By Walking/Cycling
S12000021,2015,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000021,2003,Ratio,Percent Of Journeys,7.7,% Train Journeys To Work
S12000021,2019,Ratio,Percent Of Journeys,7,% Bus Journeys To Work
S12000021,2009,Ratio,Percent Of Journeys,26.7,% Shopping Journeys
S12000021,2007,Ratio,Percent Of Journeys,3,% Health Journeys
S12000021,2012,Ratio,Percent Of Journeys,6.4,% Education Journeys
S12000021,2014,Ratio,Percent Of Journeys,2.6,% Health Journeys
S12000021,2009,Ratio,Percent Of Journeys,5.1,% Train Journeys To Work
S12000021,1999,Ratio,Percent Of Journeys,4.2,% Train Journeys To Work
S12000021,2014,Ratio,Percent Of Journeys,0.6,% Cycling Journeys To Work
S12000021,2013,Ratio,Percent Of Journeys,23.7,% Commuting Journeys
S12000021,2015,Ratio,Percent Of Journeys,7.8,% Education Journeys
S12000021,2009,Ratio,Percent Of Journeys,1,% Business Journeys
S12000021,2013,Ratio,Percent Of Journeys,0.5,% Health Journeys
S12000021,2007,Ratio,Percent Of Journeys,1.2,% Business Journeys
S12000021,2012,Ratio,Percent Of Journeys,8.7,% Train Journeys To Work
S12000021,1999,Ratio,Percent Of Journeys,61.7,% Child Journeys To School By Walking/Cycling
S12000021,2015,Ratio,Percent Of Journeys,0.5,% Business Journeys
S12000021,2003,Ratio,Percent Of Journeys,13,% Bus Journeys To Work
S12000021,2018,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000021,2003,Ratio,Percent Of Journeys,4.6,% Business Journeys
S12000021,2013,Ratio,Percent Of Journeys,11,% Train Journeys To Work
S12000021,2012,Ratio,Percent Of Journeys,32.1,% Commuting Journeys
S12000021,2014,Ratio,Percent Of Journeys,10.3,% Train Journeys To Work
S12000021,2001,Ratio,Percent Of Journeys,10.7,% Bus Journeys To Work
S12000021,2001,Ratio,Percent Of Journeys,25.5,% Shopping Journeys
S12000021,2005,Ratio,Percent Of Journeys,4,% Business Journeys
S12000021,2016,Ratio,Percent Of Journeys,14.8,% Commuting Journeys
S12000021,2019,Ratio,Percent Of Journeys,0,% Business Journeys
S12000021,2001,Ratio,Percent Of Journeys,22.4,% Commuting Journeys
S12000021,2015,Ratio,Percent Of Journeys,10.6,% Bus Journeys To Work
S12000021,2019,Ratio,Percent Of Journeys,26,% Shopping Journeys
S12000021,1999,Ratio,Percent Of Journeys,20.6,% Commuting Journeys
S12000021,2017,Ratio,Percent Of Journeys,4,% Business Journeys
S12000021,2007,Ratio,Percent Of Journeys,25.4,% Shopping Journeys
S12000021,2012,Ratio,Percent Of Journeys,8.3,% Walking Journeys To Work
S12000021,2019,Ratio,Percent Of Journeys,4,% Education Journeys
S12000021,2016,Ratio,Percent Of Journeys,13.9,% Walking Journeys To Work
S12000021,2019,Ratio,Percent Of Journeys,26,% Commuting Journeys
S12000021,2019,Ratio,Percent Of Journeys,10,% Walking Journeys To Work
S12000021,2017,Ratio,Percent Of Journeys,24,% Commuting Journeys
S12000021,2018,Ratio,Percent Of Journeys,31,% Shopping Journeys
S12000021,2001,Ratio,Percent Of Journeys,10.6,% Walking Journeys To Work
S12000021,2012,Ratio,Percent Of Journeys,31.2,% Shopping Journeys
S12000021,1999,Ratio,Percent Of Journeys,24.4,% Shopping Journeys
S12000021,1999,Ratio,Percent Of Journeys,11.9,% Walking Journeys To Work
S12000021,2017,Ratio,Percent Of Journeys,8.9,% Train Journeys To Work
S12000021,2005,Ratio,Percent Of Journeys,8.8,% Walking Journeys To Work
S12000021,2005,Ratio,Percent Of Journeys,7.5,% Bus Journeys To Work
S12000021,2003,Ratio,Percent Of Journeys,23,% Commuting Journeys
S12000021,2009,Ratio,Percent Of Journeys,7.5,% Bus Journeys To Work
S12000021,2007,Ratio,Percent Of Journeys,10.2,% Bus Journeys To Work
S12000021,2009,Ratio,Percent Of Journeys,11.3,% Walking Journeys To Work
S12000021,2005,Ratio,Percent Of Journeys,23,% Commuting Journeys
S12000021,2014,Ratio,Percent Of Journeys,24,% Shopping Journeys
S12000021,2016,Ratio,Percent Of Journeys,14.6,% Train Journeys To Work
S12000021,2014,Ratio,Percent Of Journeys,6.9,% Bus Journeys To Work
S12000021,2012,Ratio,Percent Of Journeys,9.3,% Bus Journeys To Work
S12000021,2015,Ratio,Percent Of Journeys,7.2,% Train Journeys To Work
S12000021,2003,Ratio,Percent Of Journeys,11.1,% Walking Journeys To Work
S12000021,2007,Ratio,Percent Of Journeys,9.5,% Walking Journeys To Work
S12000021,2018,Ratio,Percent Of Journeys,22,% Commuting Journeys
S12000021,1999,Ratio,Percent Of Journeys,2.1,% Health Journeys
S12000021,2019,Ratio,Percent Of Journeys,9,% Train Journeys To Work
S12000021,2019,Ratio,Percent Of Journeys,2,% Health Journeys
S12000021,2013,Ratio,Percent Of Journeys,5.5,% Bus Journeys To Work
S12000021,2014,Ratio,Percent Of Journeys,25.3,% Commuting Journeys
S12000023,2001,Ratio,Percent Of Journeys,3,% Cycling Journeys To Work
S12000023,2009,Ratio,Percent Of Journeys,43.3,% Child Journeys To School By Walking/Cycling
S12000023,2019,Ratio,Percent Of Journeys,3,% Cycling Journeys To Work
S12000023,2016,Ratio,Percent Of Journeys,30.4,% Child Journeys To School By Walking/Cycling
S12000023,2009,Ratio,Percent Of Journeys,23.4,% Shopping Journeys
S12000023,2005,Ratio,Percent Of Journeys,25,% Commuting Journeys
S12000023,2013,Ratio,Percent Of Journeys,37.5,% Child Journeys To School By Walking/Cycling
S12000023,2003,Ratio,Percent Of Journeys,39.7,% Child Journeys To School By Walking/Cycling
S12000023,2012,Ratio,Percent Of Journeys,15.6,% Walking Journeys To Work
S12000023,2016,Ratio,Percent Of Journeys,4.9,% Bus Journeys To Work
S12000023,2001,Ratio,Percent Of Journeys,38.8,% Child Journeys To School By Walking/Cycling
S12000023,2012,Ratio,Percent Of Journeys,24.6,% Shopping Journeys
S12000023,2014,Ratio,Percent Of Journeys,36.1,% Child Journeys To School By Walking/Cycling
S12000023,2015,Ratio,Percent Of Journeys,4.4,% Bus Journeys To Work
S12000023,2013,Ratio,Percent Of Journeys,0.9,% Cycling Journeys To Work
S12000023,2001,Ratio,Percent Of Journeys,25.7,% Commuting Journeys
S12000023,2018,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2001,Ratio,Percent Of Journeys,19.5,% Shopping Journeys
S12000023,2015,Ratio,Percent Of Journeys,3.4,% Business Journeys
S12000023,2005,Ratio,Percent Of Journeys,1,% Education Journeys
S12000023,2016,Ratio,Percent Of Journeys,3,% Business Journeys
S12000023,2001,Ratio,Percent Of Journeys,17.3,% Walking Journeys To Work
S12000023,2003,Ratio,Percent Of Journeys,0.7,% Bus Journeys To Work
S12000023,2015,Ratio,Percent Of Journeys,41.1,% Child Journeys To School By Walking/Cycling
S12000023,2012,Ratio,Percent Of Journeys,25.3,% Child Journeys To School By Walking/Cycling
S12000023,2003,Ratio,Percent Of Journeys,17.6,% Shopping Journeys
S12000023,2005,Ratio,Percent Of Journeys,21,% Shopping Journeys
S12000023,2018,Ratio,Percent Of Journeys,18,% Shopping Journeys
S12000023,2014,Ratio,Percent Of Journeys,3.5,% Cycling Journeys To Work
S12000023,2007,Ratio,Percent Of Journeys,16.4,% Shopping Journeys
S12000023,2007,Ratio,Percent Of Journeys,1.7,% Bus Journeys To Work
S12000023,2017,Ratio,Percent Of Journeys,29.9,% Commuting Journeys
S12000023,2005,Ratio,Percent Of Journeys,38,% Child Journeys To School By Walking/Cycling
S12000023,2019,Ratio,Percent Of Journeys,1,% Bus Journeys To Work
S12000023,2015,Ratio,Percent Of Journeys,18.9,% Shopping Journeys
S12000023,2019,Ratio,Percent Of Journeys,27,% Walking Journeys To Work
S12000023,2009,Ratio,Percent Of Journeys,32.4,% Commuting Journeys
S12000023,2001,Ratio,Percent Of Journeys,2.5,% Bus Journeys To Work
S12000023,2012,Ratio,Percent Of Journeys,0.9,% Business Journeys
S12000023,2005,Ratio,Percent Of Journeys,18.5,% Walking Journeys To Work
S12000023,2007,Ratio,Percent Of Journeys,31.2,% Commuting Journeys
S12000023,2014,Ratio,Percent Of Journeys,6.1,% Bus Journeys To Work
S12000023,2003,Ratio,Percent Of Journeys,20.1,% Walking Journeys To Work
S12000023,2009,Ratio,Percent Of Journeys,0.5,% Bus Journeys To Work
S12000023,2018,Ratio,Percent Of Journeys,3,% Health Journeys
S12000023,2005,Ratio,Percent Of Journeys,2.2,% Bus Journeys To Work
S12000023,2019,Ratio,Percent Of Journeys,1,% Business Journeys
S12000023,2018,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000023,1999,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000023,2015,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000023,1999,Ratio,Percent Of Journeys,22.8,% Shopping Journeys
S12000023,2003,Ratio,Percent Of Journeys,27.5,% Commuting Journeys
S12000023,2007,Ratio,Percent Of Journeys,47.5,% Child Journeys To School By Walking/Cycling
S12000023,2013,Ratio,Percent Of Journeys,3,% Bus Journeys To Work
S12000023,2017,Ratio,Percent Of Journeys,1.9,% Cycling Journeys To Work
S12000023,2015,Ratio,Percent Of Journeys,33.5,% Commuting Journeys
S12000023,1999,Ratio,Percent Of Journeys,22.4,% Walking Journeys To Work
S12000023,1999,Ratio,Percent Of Journeys,5,% Bus Journeys To Work
S12000023,1999,Ratio,Percent Of Journeys,25.8,% Commuting Journeys
S12000023,2019,Ratio,Percent Of Journeys,0,% Health Journeys
S12000023,2013,Ratio,Percent Of Journeys,0.9,% Business Journeys
S12000023,2015,Ratio,Percent Of Journeys,0.6,% Education Journeys
S12000023,2018,Ratio,Percent Of Journeys,3,% Bus Journeys To Work
S12000023,2012,Ratio,Percent Of Journeys,1.8,% Education Journeys
S12000023,2016,Ratio,Percent Of Journeys,21.2,% Walking Journeys To Work
S12000023,2013,Ratio,Percent Of Journeys,44.6,% Commuting Journeys
S12000023,2014,Ratio,Percent Of Journeys,1.9,% Business Journeys
S12000023,2017,Ratio,Percent Of Journeys,1,% Health Journeys
S12000023,2014,Ratio,Percent Of Journeys,18.8,% Walking Journeys To Work
S12000023,1999,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2014,Ratio,Percent Of Journeys,43.6,% Commuting Journeys
S12000023,2016,Ratio,Percent Of Journeys,2.7,% Health Journeys
S12000023,2001,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2003,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2017,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2019,Ratio,Percent Of Journeys,24,% Commuting Journeys
S12000023,2017,Ratio,Percent Of Journeys,1,% Education Journeys
S12000023,2016,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2018,Ratio,Percent Of Journeys,3,% Education Journeys
S12000023,2014,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2013,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2014,Ratio,Percent Of Journeys,14.7,% Shopping Journeys
S12000023,2007,Ratio,Percent Of Journeys,21.2,% Walking Journeys To Work
S12000023,2015,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2005,Ratio,Percent Of Journeys,3,% Health Journeys
S12000023,2001,Ratio,Percent Of Journeys,1.5,% Health Journeys
S12000023,2017,Ratio,Percent Of Journeys,6.4,% Bus Journeys To Work
S12000023,2009,Ratio,Percent Of Journeys,3.5,% Health Journeys
S12000023,2003,Ratio,Percent Of Journeys,2.5,% Health Journeys
S12000023,2015,Ratio,Percent Of Journeys,23,% Walking Journeys To Work
S12000023,2013,Ratio,Percent Of Journeys,2.8,% Health Journeys
S12000023,2018,Ratio,Percent Of Journeys,32,% Commuting Journeys
S12000023,2016,Ratio,Percent Of Journeys,28.4,% Commuting Journeys
S12000023,2018,Ratio,Percent Of Journeys,3,% Business Journeys
S12000023,1999,Ratio,Percent Of Journeys,29.7,% Child Journeys To School By Walking/Cycling
S12000023,2013,Ratio,Percent Of Journeys,18.3,% Walking Journeys To Work
S12000023,2015,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000023,1999,Ratio,Percent Of Journeys,0.5,% Health Journeys
S12000023,2014,Ratio,Percent Of Journeys,3,% Health Journeys
S12000023,2007,Ratio,Percent Of Journeys,2.1,% Health Journeys
S12000023,2012,Ratio,Percent Of Journeys,33.5,% Commuting Journeys
S12000023,2012,Ratio,Percent Of Journeys,1,% Health Journeys
S12000023,2019,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2017,Ratio,Percent Of Journeys,14.7,% Walking Journeys To Work
S12000023,1999,Ratio,Percent Of Journeys,1.3,% Education Journeys
S12000023,2012,Ratio,Percent Of Journeys,1.9,% Cycling Journeys To Work
S12000023,2017,Ratio,Percent Of Journeys,1.8,% Business Journeys
S12000023,2001,Ratio,Percent Of Journeys,0.7,% Education Journeys
S12000023,2007,Ratio,Percent Of Journeys,2.2,% Cycling Journeys To Work
S12000023,2013,Ratio,Percent Of Journeys,1.7,% Education Journeys
S12000023,2003,Ratio,Percent Of Journeys,9.3,% Business Journeys
S12000023,2005,Ratio,Percent Of Journeys,0.5,% Cycling Journeys To Work
S12000023,2012,Ratio,Percent Of Journeys,8.4,% Bus Journeys To Work
S12000023,2003,Ratio,Percent Of Journeys,1.4,% Cycling Journeys To Work
S12000023,2019,Ratio,Percent Of Journeys,23,% Shopping Journeys
S12000023,2009,Ratio,Percent Of Journeys,1.1,% Education Journeys
S12000023,2003,Ratio,Percent Of Journeys,2.2,% Education Journeys
S12000023,2007,Ratio,Percent Of Journeys,1.8,% Education Journeys
S12000023,2018,Ratio,Percent Of Journeys,19,% Walking Journeys To Work
S12000023,2016,Ratio,Percent Of Journeys,18.8,% Shopping Journeys
S12000023,2019,Ratio,Percent Of Journeys,2,% Education Journeys
S12000023,2014,Ratio,Percent Of Journeys,4.7,% Education Journeys
S12000023,2009,Ratio,Percent Of Journeys,24.2,% Walking Journeys To Work
S12000023,2009,Ratio,Percent Of Journeys,1.7,% Cycling Journeys To Work
S12000023,2016,Ratio,Percent Of Journeys,1.7,% Education Journeys
S12000023,2017,Ratio,Percent Of Journeys,22.5,% Shopping Journeys
S12000023,2009,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2016,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000023,1999,Ratio,Percent Of Journeys,6.6,% Business Journeys
S12000023,2012,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2005,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2009,Ratio,Percent Of Journeys,1.4,% Business Journeys
S12000023,2007,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000023,2005,Ratio,Percent Of Journeys,14,% Business Journeys
S12000023,2013,Ratio,Percent Of Journeys,15.5,% Shopping Journeys
S12000023,2007,Ratio,Percent Of Journeys,2.9,% Business Journeys
S12000023,2001,Ratio,Percent Of Journeys,6.6,% Business Journeys
S12000026,2013,Ratio,Percent Of Journeys,50,% Child Journeys To School By Walking/Cycling
S12000026,2016,Ratio,Percent Of Journeys,4.7,% Education Journeys
S12000026,2014,Ratio,Percent Of Journeys,5.3,% Education Journeys
S12000026,2016,Ratio,Percent Of Journeys,47.9,% Child Journeys To School By Walking/Cycling
S12000026,2009,Ratio,Percent Of Journeys,1.8,% Education Journeys
S12000026,2015,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000026,1999,Ratio,Percent Of Journeys,2.1,% Education Journeys
S12000026,2017,Ratio,Percent Of Journeys,1,% Business Journeys
S12000026,2012,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000026,2018,Ratio,Percent Of Journeys,4,% Education Journeys
S12000026,2007,Ratio,Percent Of Journeys,6,% Cycling Journeys To Work
S12000026,2017,Ratio,Percent Of Journeys,7.3,% Education Journeys
S12000026,2012,Ratio,Percent Of Journeys,14.9,% Walking Journeys To Work
S12000026,2009,Ratio,Percent Of Journeys,3.1,% Cycling Journeys To Work
S12000026,1999,Ratio,Percent Of Journeys,1.1,% Cycling Journeys To Work
S12000026,2007,Ratio,Percent Of Journeys,2.4,% Education Journeys
S12000026,2013,Ratio,Percent Of Journeys,5.3,% Education Journeys
S12000026,2016,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000026,2005,Ratio,Percent Of Journeys,1.8,% Cycling Journeys To Work
S12000026,2019,Ratio,Percent Of Journeys,4,% Education Journeys
S12000026,2019,Ratio,Percent Of Journeys,3,% Bus Journeys To Work
S12000026,2001,Ratio,Percent Of Journeys,1.8,% Cycling Journeys To Work
S12000026,2003,Ratio,Percent Of Journeys,3.7,% Education Journeys
S12000026,2003,Ratio,Percent Of Journeys,3,% Cycling Journeys To Work
S12000026,2001,Ratio,Percent Of Journeys,2.7,% Education Journeys
S12000026,2013,Ratio,Percent Of Journeys,1.6,% Cycling Journeys To Work
S12000026,2003,Ratio,Percent Of Journeys,56.6,% Child Journeys To School By Walking/Cycling
S12000026,2003,Ratio,Percent Of Journeys,26.6,% Commuting Journeys
S12000026,2005,Ratio,Percent Of Journeys,56,% Child Journeys To School By Walking/Cycling
S12000026,2014,Ratio,Percent Of Journeys,1.1,% Cycling Journeys To Work
S12000026,2014,Ratio,Percent Of Journeys,21.4,% Commuting Journeys
S12000026,2018,Ratio,Percent Of Journeys,2,% Business Journeys
S12000026,2009,Ratio,Percent Of Journeys,51.5,% Child Journeys To School By Walking/Cycling
S12000026,2013,Ratio,Percent Of Journeys,4.5,% Business Journeys
S12000026,2016,Ratio,Percent Of Journeys,2.8,% Business Journeys
S12000026,2014,Ratio,Percent Of Journeys,50.2,% Child Journeys To School By Walking/Cycling
S12000026,2012,Ratio,Percent Of Journeys,3.7,% Education Journeys
S12000026,1999,Ratio,Percent Of Journeys,29.7,% Commuting Journeys
S12000026,2019,Ratio,Percent Of Journeys,16,% Commuting Journeys
S12000026,2015,Ratio,Percent Of Journeys,1.9,% Business Journeys
S12000026,2001,Ratio,Percent Of Journeys,23.2,% Commuting Journeys
S12000026,2005,Ratio,Percent Of Journeys,3,% Education Journeys
S12000026,2015,Ratio,Percent Of Journeys,2.1,% Education Journeys
S12000026,2001,Ratio,Percent Of Journeys,60.5,% Child Journeys To School By Walking/Cycling
S12000026,2013,Ratio,Percent Of Journeys,23,% Shopping Journeys
S12000026,1999,Ratio,Percent Of Journeys,6.2,% Business Journeys
S12000026,2013,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000026,2007,Ratio,Percent Of Journeys,1.8,% Business Journeys
S12000026,2019,Ratio,Percent Of Journeys,4,% Health Journeys
S12000026,2015,Ratio,Percent Of Journeys,20,% Shopping Journeys
S12000026,2014,Ratio,Percent Of Journeys,1.9,% Business Journeys
S12000026,2003,Ratio,Percent Of Journeys,22.9,% Walking Journeys To Work
S12000026,2016,Ratio,Percent Of Journeys,26.6,% Shopping Journeys
S12000026,2016,Ratio,Percent Of Journeys,2.5,% Train Journeys To Work
S12000026,2012,Ratio,Percent Of Journeys,1.7,% Train Journeys To Work
S12000026,2009,Ratio,Percent Of Journeys,0.5,% Train Journeys To Work
S12000026,2014,Ratio,Percent Of Journeys,19.5,% Shopping Journeys
S12000026,2014,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000026,2016,Ratio,Percent Of Journeys,5.1,% Bus Journeys To Work
S12000026,2012,Ratio,Percent Of Journeys,2,% Bus Journeys To Work
S12000026,2013,Ratio,Percent Of Journeys,4.3,% Bus Journeys To Work
S12000026,2014,Ratio,Percent Of Journeys,7.1,% Bus Journeys To Work
S12000026,2005,Ratio,Percent Of Journeys,3,% Health Journeys
S12000026,2003,Ratio,Percent Of Journeys,2.7,% Health Journeys
S12000026,1999,Ratio,Percent Of Journeys,2,% Health Journeys
S12000026,2007,Ratio,Percent Of Journeys,2,% Health Journeys
S12000026,2009,Ratio,Percent Of Journeys,0.5,% Business Journeys
S12000026,2001,Ratio,Percent Of Journeys,21.1,% Shopping Journeys
S12000026,2012,Ratio,Percent Of Journeys,5.5,% Business Journeys
S12000026,2001,Ratio,Percent Of Journeys,3.1,% Health Journeys
S12000026,2015,Ratio,Percent Of Journeys,0,% Bus Journeys To Work
S12000026,2017,Ratio,Percent Of Journeys,1,% Health Journeys
S12000026,2001,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000026,2017,Ratio,Percent Of Journeys,2.1,% Bus Journeys To Work
S12000026,2007,Ratio,Percent Of Journeys,54.6,% Child Journeys To School By Walking/Cycling
S12000026,2019,Ratio,Percent Of Journeys,22,% Shopping Journeys
S12000026,2019,Ratio,Percent Of Journeys,4,% Business Journeys
S12000026,2009,Ratio,Percent Of Journeys,17.2,% Shopping Journeys
S12000026,2017,Ratio,Percent Of Journeys,13.7,% Walking Journeys To Work
S12000026,1999,Ratio,Percent Of Journeys,48.5,% Child Journeys To School By Walking/Cycling
S12000026,2003,Ratio,Percent Of Journeys,26.3,% Shopping Journeys
S12000026,2017,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000026,2018,Ratio,Percent Of Journeys,23,% Commuting Journeys
S12000026,2019,Ratio,Percent Of Journeys,5,% Train Journeys To Work
S12000026,2012,Ratio,Percent Of Journeys,54.5,% Child Journeys To School By Walking/Cycling
S12000026,2005,Ratio,Percent Of Journeys,18,% Shopping Journeys
S12000026,2003,Ratio,Percent Of Journeys,0.9,% Train Journeys To Work
S12000026,2015,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000026,2005,Ratio,Percent Of Journeys,4,% Business Journeys
S12000026,2005,Ratio,Percent Of Journeys,22.8,% Walking Journeys To Work
S12000026,2007,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000026,2005,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000026,2019,Ratio,Percent Of Journeys,14,% Walking Journeys To Work
S12000026,2003,Ratio,Percent Of Journeys,4.6,% Business Journeys
S12000026,2012,Ratio,Percent Of Journeys,22.6,% Shopping Journeys
S12000026,1999,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000026,2001,Ratio,Percent Of Journeys,25.4,% Walking Journeys To Work
S12000026,2007,Ratio,Percent Of Journeys,20.9,% Shopping Journeys
S12000026,2001,Ratio,Percent Of Journeys,6.1,% Business Journeys
S12000026,1999,Ratio,Percent Of Journeys,20.5,% Walking Journeys To Work
S12000026,2016,Ratio,Percent Of Journeys,19.8,% Commuting Journeys
S12000026,2019,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000026,2019,Ratio,Percent Of Journeys,70,% Child Journeys To School By Walking/Cycling
S12000026,2018,Ratio,Percent Of Journeys,18,% Walking Journeys To Work
S12000026,2017,Ratio,Percent Of Journeys,22.3,% Shopping Journeys
S12000026,2012,Ratio,Percent Of Journeys,20.2,% Commuting Journeys
S12000026,2015,Ratio,Percent Of Journeys,14.3,% Walking Journeys To Work
S12000026,2018,Ratio,Percent Of Journeys,3,% Bus Journeys To Work
S12000026,2018,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000026,2012,Ratio,Percent Of Journeys,4.1,% Health Journeys
S12000026,2005,Ratio,Percent Of Journeys,31,% Commuting Journeys
S12000026,2007,Ratio,Percent Of Journeys,27.6,% Commuting Journeys
S12000026,2015,Ratio,Percent Of Journeys,19.2,% Commuting Journeys
S12000026,2014,Ratio,Percent Of Journeys,2.8,% Health Journeys
S12000026,2018,Ratio,Percent Of Journeys,4,% Train Journeys To Work
S12000026,2017,Ratio,Percent Of Journeys,1.4,% Cycling Journeys To Work
S12000026,2017,Ratio,Percent Of Journeys,23.4,% Commuting Journeys
S12000026,2005,Ratio,Percent Of Journeys,1.6,% Bus Journeys To Work
S12000026,2001,Ratio,Percent Of Journeys,3.1,% Bus Journeys To Work
S12000026,1999,Ratio,Percent Of Journeys,6.3,% Bus Journeys To Work
S12000026,2015,Ratio,Percent Of Journeys,56.7,% Child Journeys To School By Walking/Cycling
S12000026,1999,Ratio,Percent Of Journeys,18,% Shopping Journeys
S12000026,2016,Ratio,Percent Of Journeys,25,% Walking Journeys To Work
S12000026,2013,Ratio,Percent Of Journeys,15.8,% Commuting Journeys
S12000026,2014,Ratio,Percent Of Journeys,18.4,% Walking Journeys To Work
S12000026,2003,Ratio,Percent Of Journeys,2.6,% Bus Journeys To Work
S12000026,2018,Ratio,Percent Of Journeys,3,% Health Journeys
S12000026,2013,Ratio,Percent Of Journeys,19.6,% Walking Journeys To Work
S12000026,2018,Ratio,Percent Of Journeys,24,% Shopping Journeys
S12000026,2007,Ratio,Percent Of Journeys,15.1,% Walking Journeys To Work
S12000026,2015,Ratio,Percent Of Journeys,2.1,% Health Journeys
S12000026,2016,Ratio,Percent Of Journeys,1.8,% Health Journeys
S12000026,2009,Ratio,Percent Of Journeys,4.7,% Bus Journeys To Work
S12000026,2009,Ratio,Percent Of Journeys,19.7,% Walking Journeys To Work
S12000026,2013,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000026,2009,Ratio,Percent Of Journeys,28.3,% Commuting Journeys
S12000026,2007,Ratio,Percent Of Journeys,1.7,% Bus Journeys To Work
S12000026,2009,Ratio,Percent Of Journeys,1.6,% Health Journeys
S12000027,2019,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2012,Ratio,Percent Of Journeys,5.7,% Bus Journeys To Work
S12000027,2009,Ratio,Percent Of Journeys,3.9,% Bus Journeys To Work
