area_code,reference_area,area_type,year,indicator,value,units
S12000023,Orkney Islands,Local Authority,2014,% Health Journeys,3,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2007,% Health Journeys,2.1,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2012,% Commuting Journeys,33.5,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2012,% Health Journeys,1,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2019,% Train Journeys To Work,0,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2017,% Walking Journeys To Work,14.7,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,1999,% Education Journeys,1.3,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2012,% Cycling Journeys To Work,1.9,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2017,% Business Journeys,1.8,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2001,% Education Journeys,0.7,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2007,% Cycling Journeys To Work,2.2,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2013,% Education Journeys,1.7,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2003,% Business Journeys,9.3,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2005,% Cycling Journeys To Work,0.5,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2012,% Bus Journeys To Work,8.4,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2003,% Cycling Journeys To Work,1.4,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2019,% Shopping Journeys,23,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2009,% Education Journeys,1.1,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2003,% Education Journeys,2.2,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2007,% Education Journeys,1.8,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2018,% Walking Journeys To Work,19,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2016,% Shopping Journeys,18.8,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2019,% Education Journeys,2,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2014,% Education Journeys,4.7,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2009,% Walking Journeys To Work,24.2,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2009,% Cycling Journeys To Work,1.7,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2016,% Education Journeys,1.7,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2017,% Shopping Journeys,22.5,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2009,% Train Journeys To Work,0,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2016,% Cycling Journeys To Work,0,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,1999,% Business Journeys,6.6,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2012,% Train Journeys To Work,0,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2005,% Train Journeys To Work,0,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2009,% Business Journeys,1.4,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2007,% Train Journeys To Work,0,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2005,% Business Journeys,14,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2013,% Shopping Journeys,15.5,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2007,% Business Journeys,2.9,Percent Of Journeys
S12000023,Orkney Islands,Local Authority,2001,% Business Journeys,6.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Child Journeys To School By Walking/Cycling,50,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Education Journeys,4.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Education Journeys,5.3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Child Journeys To School By Walking/Cycling,47.9,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Education Journeys,1.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Cycling Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Education Journeys,2.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2017,% Business Journeys,1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Cycling Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2018,% Education Journeys,4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Cycling Journeys To Work,6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2017,% Education Journeys,7.3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Walking Journeys To Work,14.9,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Cycling Journeys To Work,3.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Cycling Journeys To Work,1.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Education Journeys,2.4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Education Journeys,5.3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Cycling Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Cycling Journeys To Work,1.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Education Journeys,4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Bus Journeys To Work,3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Cycling Journeys To Work,1.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Education Journeys,3.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Cycling Journeys To Work,3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Education Journeys,2.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Cycling Journeys To Work,1.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Child Journeys To School By Walking/Cycling,56.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Commuting Journeys,26.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Child Journeys To School By Walking/Cycling,56,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Cycling Journeys To Work,1.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Commuting Journeys,21.4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2018,% Business Journeys,2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Child Journeys To School By Walking/Cycling,51.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Business Journeys,4.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Business Journeys,2.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Child Journeys To School By Walking/Cycling,50.2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Education Journeys,3.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Commuting Journeys,29.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Commuting Journeys,16,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Business Journeys,1.9,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Commuting Journeys,23.2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Education Journeys,3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Education Journeys,2.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Child Journeys To School By Walking/Cycling,60.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Shopping Journeys,23,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Business Journeys,6.2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Train Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Business Journeys,1.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Health Journeys,4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Shopping Journeys,20,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Business Journeys,1.9,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Walking Journeys To Work,22.9,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Shopping Journeys,26.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Train Journeys To Work,2.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Train Journeys To Work,1.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Train Journeys To Work,0.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Shopping Journeys,19.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Train Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Bus Journeys To Work,5.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Bus Journeys To Work,2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Bus Journeys To Work,4.3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Bus Journeys To Work,7.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Health Journeys,3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Health Journeys,2.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Health Journeys,2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Health Journeys,2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Business Journeys,0.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Shopping Journeys,21.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Business Journeys,5.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Health Journeys,3.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Bus Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2017,% Health Journeys,1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Train Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2017,% Bus Journeys To Work,2.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Child Journeys To School By Walking/Cycling,54.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Shopping Journeys,22,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Business Journeys,4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Shopping Journeys,17.2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2017,% Walking Journeys To Work,13.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Child Journeys To School By Walking/Cycling,48.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Shopping Journeys,26.3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2017,% Train Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2018,% Commuting Journeys,23,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Train Journeys To Work,5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Child Journeys To School By Walking/Cycling,54.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Shopping Journeys,18,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Train Journeys To Work,0.9,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Train Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Business Journeys,4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Walking Journeys To Work,22.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Train Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Train Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Walking Journeys To Work,14,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Business Journeys,4.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Shopping Journeys,22.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Train Journeys To Work,0,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Walking Journeys To Work,25.4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Shopping Journeys,20.9,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Business Journeys,6.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Walking Journeys To Work,20.5,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Commuting Journeys,19.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Cycling Journeys To Work,1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2019,% Child Journeys To School By Walking/Cycling,70,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2018,% Walking Journeys To Work,18,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2017,% Shopping Journeys,22.3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Commuting Journeys,20.2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Walking Journeys To Work,14.3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2018,% Bus Journeys To Work,3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2018,% Cycling Journeys To Work,1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2012,% Health Journeys,4.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Commuting Journeys,31,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Commuting Journeys,27.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Commuting Journeys,19.2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Health Journeys,2.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2018,% Train Journeys To Work,4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2017,% Cycling Journeys To Work,1.4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2017,% Commuting Journeys,23.4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2005,% Bus Journeys To Work,1.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2001,% Bus Journeys To Work,3.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Bus Journeys To Work,6.3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Child Journeys To School By Walking/Cycling,56.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,1999,% Shopping Journeys,18,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Walking Journeys To Work,25,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Commuting Journeys,15.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2014,% Walking Journeys To Work,18.4,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2003,% Bus Journeys To Work,2.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2018,% Health Journeys,3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Walking Journeys To Work,19.6,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2018,% Shopping Journeys,24,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Walking Journeys To Work,15.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2015,% Health Journeys,2.1,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2016,% Health Journeys,1.8,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Bus Journeys To Work,4.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Walking Journeys To Work,19.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2013,% Health Journeys,2.2,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Commuting Journeys,28.3,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2007,% Bus Journeys To Work,1.7,Percent Of Journeys
S12000026,Scottish Borders,Local Authority,2009,% Health Journeys,1.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2012,% Bus Journeys To Work,5.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2009,% Bus Journeys To Work,3.9,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2013,% Bus Journeys To Work,6.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Bus Journeys To Work,3.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Walking Journeys To Work,4.2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2012,% Commuting Journeys,28.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Bus Journeys To Work,3.8,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2018,% Health Journeys,1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2001,% Bus Journeys To Work,3.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Business Journeys,4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2003,% Bus Journeys To Work,2.9,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2003,% Health Journeys,2.2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2018,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Health Journeys,2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2007,% Bus Journeys To Work,1.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2012,% Cycling Journeys To Work,0.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2001,% Health Journeys,1.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2001,% Shopping Journeys,17.2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,1999,% Health Journeys,2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2007,% Shopping Journeys,19.2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Commuting Journeys,28,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2009,% Shopping Journeys,12.8,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,1999,% Bus Journeys To Work,3.9,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,1999,% Shopping Journeys,17.9,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2015,% Cycling Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2001,% Cycling Journeys To Work,0.2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2014,% Bus Journeys To Work,8.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Bus Journeys To Work,9,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Education Journeys,2.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2009,% Cycling Journeys To Work,0.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2007,% Cycling Journeys To Work,0.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Health Journeys,1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2014,% Commuting Journeys,21.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Cycling Journeys To Work,1.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2003,% Cycling Journeys To Work,0.2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Cycling Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Bus Journeys To Work,5.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2015,% Commuting Journeys,21.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2012,% Shopping Journeys,15.2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Health Journeys,3.1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Child Journeys To School By Walking/Cycling,58,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Shopping Journeys,22,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Child Journeys To School By Walking/Cycling,30.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Shopping Journeys,18.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2018,% Education Journeys,3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2018,% Business Journeys,7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2015,% Bus Journeys To Work,2.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2018,% Bus Journeys To Work,3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2007,% Commuting Journeys,27.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2012,% Business Journeys,3.1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2009,% Business Journeys,3.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2007,% Train Journeys To Work,0.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2009,% Walking Journeys To Work,12.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Business Journeys,2.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Business Journeys,8,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2007,% Business Journeys,3.1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2012,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2018,% Cycling Journeys To Work,1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2009,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2007,% Child Journeys To School By Walking/Cycling,26.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2018,% Shopping Journeys,17,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2001,% Commuting Journeys,25.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2013,% Commuting Journeys,32.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2001,% Child Journeys To School By Walking/Cycling,33.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2003,% Education Journeys,0.8,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Education Journeys,1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2003,% Commuting Journeys,30.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2003,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2001,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,1999,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2015,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Cycling Journeys To Work,1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2007,% Walking Journeys To Work,9.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Walking Journeys To Work,12.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2014,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2013,% Education Journeys,1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2003,% Walking Journeys To Work,16.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Commuting Journeys,20.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2012,% Walking Journeys To Work,9.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2001,% Business Journeys,7.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Child Journeys To School By Walking/Cycling,22.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2001,% Walking Journeys To Work,13.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,1999,% Walking Journeys To Work,15.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Shopping Journeys,19.9,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Cycling Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Education Journeys,1.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2015,% Business Journeys,5.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2018,% Commuting Journeys,19,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2018,% Walking Journeys To Work,12,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,1999,% Business Journeys,10.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2005,% Child Journeys To School By Walking/Cycling,23.1,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2003,% Business Journeys,8.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2013,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2015,% Education Journeys,3.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2014,% Education Journeys,7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2015,% Health Journeys,1.9,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Walking Journeys To Work,12,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2014,% Health Journeys,1.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Health Journeys,2.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2013,% Health Journeys,2.6,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2012,% Health Journeys,1.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Education Journeys,3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2009,% Child Journeys To School By Walking/Cycling,27.8,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Walking Journeys To Work,8.8,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2012,% Child Journeys To School By Walking/Cycling,30.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2015,% Shopping Journeys,16,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2013,% Child Journeys To School By Walking/Cycling,24.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Shopping Journeys,19,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2014,% Cycling Journeys To Work,0.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Business Journeys,5.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,1999,% Cycling Journeys To Work,0.5,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2017,% Train Journeys To Work,0,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2013,% Cycling Journeys To Work,0.4,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2007,% Health Journeys,2.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2019,% Commuting Journeys,29,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2009,% Health Journeys,2.9,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2013,% Shopping Journeys,20.2,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2016,% Commuting Journeys,18.3,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2009,% Education Journeys,2.7,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,1999,% Commuting Journeys,26,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2003,% Shopping Journeys,17.8,Percent Of Journeys
S12000027,Shetland Islands,Local Authority,2015,% Walking Journeys To Work,12.3,Percent Of Journeys
